Date.Time,TA_F,SW_IN_F,LW_IN_F,PPFD_IN,VPD_F,PA_F,P_F,WS_F,RH,SW_DIF,CO2_F_MDS,NIGHT
01/01/2018 00:30:00,9.263,0,296.513,1.0688,3.682,94.3,0,6.235,68.5,1.01533,430.553,1
01/01/2018 01:00:00,9.053,0,327.573,-1.4028,3.417,94.3,0,6.277,70.3533,1.83933,430.763,1
01/01/2018 01:30:00,8.55,0,344.69,-2.0708,2.534,94.3,0.1,6.319,77.2533,1.16833,431.608,1
01/01/2018 02:00:00,9.003,2.567,345.957,2.0708,2.992,94.3,0.1,6.406,73.9567,1.30667,430.85,1
01/01/2018 02:30:00,8.747,1.243,341.397,1.2024,2.655,94.3,0.1,6.492,76.48,1.26033,431.491,1
01/01/2018 03:00:00,7.997,2.02,343.287,0.4008,1.628,94.367,0.9,6.578,84.8233,1.772,482.172,1
01/01/2018 03:30:00,7.351,1.59,338.66,0.0668,0.524,94.4,0.3,6.664,94.9,1.013,482.6,1
01/01/2018 04:00:00,7.168,1.73,330.327,2.2712,0.433,94.4,0.3,6.75,95.7333,1.13,482.626,1
01/01/2018 04:30:00,7.118,2.973,323.25,-0.8684,1.612,94.4,0.1,6.836,84.0467,0.992,482.626,1
01/01/2018 05:00:00,6.309,0,333.817,1.6032,1.553,94.467,0.2,6.852,83.7433,3.45533,482.626,1
01/01/2018 05:30:00,5.161,0,302.977,0.8016,0.394,94.467,0,6.867,95.5333,0.984333,481.771,1
01/01/2018 06:00:00,5.931,0.433,298.27,-2.1376,1.701,94.5,0,6.883,81.7267,0.942667,482.627,1
01/01/2018 06:30:00,6.187,2.05,301.203,1.0688,2.648,94.5,0.1,6.899,72.0567,1.10167,482.626,1
01/01/2018 07:00:00,5.948,0.607,326.28,-0.5344,2.397,94.5,0.8,6.914,74.2833,2.15367,482.627,1
01/01/2018 07:30:00,4.281,0.29,278.82,-1.2692,1.388,94.6,0.1,6.93,83.2667,1.40933,481.574,1
01/01/2018 08:00:00,3.912,0,276.86,-0.5344,0.749,94.6,0,6.895,90.7333,0.952333,481.379,1
01/01/2018 08:30:00,4.53,0.897,318.053,0.1336,1.544,94.667,0,6.861,81.72,0.955667,482.113,0
01/01/2018 09:00:00,4.997,2.943,321.423,7.4816,2.323,94.7,0,6.826,73.3733,1.675,482.093,0
01/01/2018 09:30:00,5.076,6.693,324.12,14.6292,2.412,94.733,0,6.792,72.5067,5.64667,482.177,0
01/01/2018 10:00:00,5.084,28.107,323.74,55.3772,2.401,94.8,0,6.757,72.6433,27.71,481.2,0
01/01/2018 10:30:00,4.943,70.85,313.16,136.138,2.312,94.8,0,6.723,73.3967,67.61,479.791,0
01/01/2018 11:00:00,4.788,53.333,320.513,106.212,2.002,94.8,0.2,6.642,76.7133,49.5,480.467,0
01/01/2018 11:30:00,3.766,68.57,303.75,136.873,0.723,94.8,0.3,6.562,90.9667,57.1733,479.124,0
01/01/2018 12:00:00,4.05,96.597,304.21,184.034,0.939,94.8,0.1,6.482,88.5,70.8933,478.927,0
01/01/2018 12:30:00,3.99,119.537,314.133,226.519,0.759,94.8,0,6.401,90.6667,100.067,477.551,0
01/01/2018 13:00:00,4.53,77.69,314.62,153.306,1.833,94.733,0,6.321,78.2867,69.7033,479.917,0
01/01/2018 13:30:00,4.783,97.807,300.883,186.639,2.329,94.7,0,6.241,72.8967,87.0667,479.905,0
01/01/2018 14:00:00,5.075,142.657,267.703,256.178,2.576,94.633,0,6.042,70.6367,72.28,431.618,0
01/01/2018 14:30:00,5.305,81.99,304.293,157.982,2.917,94.6,0,5.842,67.2733,72.4,479.903,0
01/01/2018 15:00:00,5.122,57.083,291.843,114.495,2.846,94.5,0,5.643,67.66,49.94,479.979,0
01/01/2018 15:30:00,4.989,31.457,290.997,69.6056,2.793,94.5,0,5.444,67.97,28.6433,482.087,0
01/01/2018 16:00:00,4.916,16.133,282.507,40.2804,2.805,94.5,0,5.244,67.67,14.62,482.75,0
01/01/2018 16:30:00,4.364,5.367,238.993,20.5744,2.397,94.5,0,5.045,71.2733,6.786,482.253,0
01/01/2018 17:00:00,3.988,0,250.917,2.9392,2.196,94.5,0,4.871,72.98,1.506,481.915,1
01/01/2018 17:30:00,3.856,0,285.42,-1.5364,2.199,94.433,0,4.697,72.69,0.942667,481.519,1
01/01/2018 18:00:00,4.042,0,292.563,-0.0668,2.347,94.4,0,4.524,71.24,0.947667,481.915,1
01/01/2018 18:30:00,4.26,0,289.233,1.002,2.548,94.4,0,4.35,69.25,0.936333,482.033,1
01/01/2018 19:00:00,4.519,0,302.033,-0.4008,2.688,94.3,0,4.176,68.1433,0.946667,482.767,1
01/01/2018 19:30:00,4.379,0,312.6,3.0728,2.457,94.3,0,4.002,70.5933,1.358,482.332,1
01/01/2018 20:00:00,3.954,0,322.79,1.2024,2.062,94.3,0,4.183,74.5767,1.20433,481.745,1
01/01/2018 20:30:00,3.644,0,325.167,-1.0688,1.758,94.3,0.8,4.364,77.8467,1.37933,480.926,1
01/01/2018 21:00:00,2.901,0.493,323.417,-0.2672,0.662,94.2,0.2,4.545,91.2,0.950333,479.459,1
01/01/2018 21:30:00,2.777,0.377,325.573,-0.5344,0.318,94.2,0.6,4.727,95.7333,0.964667,479.45,1
01/01/2018 22:00:00,2.637,0,325.747,1.9372,0.259,94.2,0.4,4.908,96.5,0.934667,479.43,1
01/01/2018 22:30:00,2.519,0,325.37,-0.8016,0.173,94.133,0.3,5.089,97.6333,0.943333,479.345,1
01/01/2018 23:00:00,2.506,0,325.013,2.1376,0.163,94.1,0.4,4.978,97.7667,0.945333,479.345,1
01/01/2018 23:30:00,2.514,0,322.84,1.5364,0.166,94.1,0.2,4.867,97.7333,0.95,479.345,1
02/01/2018 00:00:00,2.508,0,323.34,1.4696,0.134,94.1,0,4.756,98.1667,0.960333,479.345,1
02/01/2018 00:30:00,2.587,0,323.777,2.2044,0.049,94.1,0.1,4.645,99.3333,0.985,479.341,1
02/01/2018 01:00:00,2.787,0.607,326.6,1.67,0.002,94.1,0.1,4.534,99.9667,0.945333,479.212,1
02/01/2018 01:30:00,2.978,0,326.757,1.67,0,94.1,0.7,4.423,100,0.990333,479.122,1
02/01/2018 02:00:00,2.906,0,326.503,-0.9352,0,94.2,0.2,4.531,100,0.952333,479.075,1
02/01/2018 02:30:00,2.782,0,325.577,-0.8684,0,94.233,0.1,4.638,100,1,479.097,1
02/01/2018 03:00:00,2.198,0,321.633,-4.2084,0,94.3,0.1,4.746,100,0.955667,479.251,1
02/01/2018 03:30:00,1.698,0,320.773,-3.34,0,94.333,0.4,4.853,100,0.976667,479.043,1
02/01/2018 04:00:00,1.453,0.663,318.623,-1.0688,0,94.4,0.5,4.961,100,0.949667,479.006,1
02/01/2018 04:30:00,1.269,0,318.77,0.0668,0,94.4,0.4,5.068,100,0.955667,478.965,1
02/01/2018 05:00:00,0.991,0.06,315.543,3.5404,0,94.467,0.2,4.982,100,0.946333,478.945,1
02/01/2018 05:30:00,0.82,0,314.267,0.7348,0,94.5,0.3,4.896,100,0.942667,478.927,1
02/01/2018 06:00:00,0.75,0,315.077,0.0668,0,94.6,0.3,4.81,100,0.922667,478.909,1
02/01/2018 06:30:00,0.628,0,314.81,-0.4676,0,94.667,0.3,4.724,100,0.931667,478.893,1
02/01/2018 07:00:00,0.464,0.433,313.743,-1.4028,0,94.733,0.4,4.638,100,0.932667,478.88,1
02/01/2018 07:30:00,0.402,0.637,314.633,-0.334,0,94.8,0.3,4.552,100,0.925667,478.868,1
02/01/2018 08:00:00,0.605,0,317.673,0.2004,0,94.867,0.1,4.508,100,0.938667,478.856,1
02/01/2018 08:30:00,0.835,0.06,317.803,-0.9352,0,94.9,0.1,4.464,100,0.928,478.844,0
02/01/2018 09:00:00,1.19,3.553,320.897,6.2124,0,95,0,4.42,100,2.162,478.822,0
02/01/2018 09:30:00,1.409,10.073,319.993,22.3112,0,95.033,0.1,4.376,100,7.599,478.86,0
02/01/2018 10:00:00,1.57,31.717,321.18,64.0612,0,95.1,0,4.332,100,28.5467,479.012,0
02/01/2018 10:30:00,1.722,41.27,318.09,88.51,0,95.1,0,4.288,100,36.3333,478.945,0
02/01/2018 11:00:00,1.919,60.867,316.59,125.25,0,95.2,0,4.375,100,56.2067,478.922,0
02/01/2018 11:30:00,2.173,53.22,322.233,108.817,0,95.2,0,4.461,100,49.39,478.871,0
02/01/2018 12:00:00,2.35,63.12,321.76,129.525,0,95.233,0,4.548,100,58.8667,478.927,0
02/01/2018 12:30:00,2.548,80.147,309.103,161.122,0,95.3,0,4.634,100,73.37,478.675,0
02/01/2018 13:00:00,2.758,67.243,281.453,139.144,0,95.3,0,4.721,100,58.6933,478.596,0
02/01/2018 13:30:00,2.847,62.86,313.063,126.786,0.052,95.3,0,4.808,99.3,57.0167,478.544,0
02/01/2018 14:00:00,2.865,37.49,310.513,80.828,0.188,95.3,0,4.649,97.5,31.85,478.83,0
02/01/2018 14:30:00,2.824,27.067,321.613,56.8468,0.125,95.3,0,4.491,98.3333,22.6167,478.972,0
02/01/2018 15:00:00,2.839,16.683,322.553,38.6772,0.137,95.3,0,4.332,98.1667,12.0433,478.674,0
02/01/2018 15:30:00,2.789,9.55,323.637,22.8456,0.072,95.333,0,4.174,99.0333,7.61833,478.72,0
02/01/2018 16:00:00,2.872,18.617,313.037,38.5436,0.158,95.4,0,4.015,97.9,13.7767,478.659,0
02/01/2018 16:30:00,2.927,6.003,299.207,16.032,0.729,95.4,0,3.857,90.3333,5.397,478.66,0
02/01/2018 17:00:00,2.687,0,252.317,4.5424,0.793,95.4,0,3.857,89.3,1.56033,478.96,1
02/01/2018 17:30:00,2.322,0,278.197,-0.0668,0.436,95.3,0,3.857,93.9667,0.942667,479.062,1
02/01/2018 18:00:00,2.381,0,298.697,-1.2692,0.416,95.333,0,3.857,94.2667,0.942667,479.088,1
02/01/2018 18:30:00,2.302,0,274.85,1.2692,0.334,95.4,0,3.857,95.3667,0.969667,479.07,1
02/01/2018 19:00:00,2.142,0,250.31,0.2672,0.428,95.4,0,3.857,94,0.968667,478.999,1
02/01/2018 19:30:00,1.934,0,253.463,0.8684,0.326,95.333,0,3.857,95.3667,0.94,478.931,1
02/01/2018 20:00:00,1.972,0,273.887,0.1336,0.329,95.3,0,3.885,95.3333,0.920667,478.964,1
02/01/2018 20:30:00,2.061,0,277.43,0.4008,0.35,95.3,0,3.912,95.0667,0.925,479.021,1
02/01/2018 21:00:00,2.182,0,288.123,1.002,0.517,95.233,0,3.94,92.7667,0.925333,479.108,1
02/01/2018 21:30:00,2.441,0,294.08,-0.5344,0.949,95.2,0,3.967,86.9667,0.916667,479.157,1
02/01/2018 22:00:00,2.517,0,288.95,1.0688,1.077,95.133,0,3.995,85.3,0.956667,479.136,1
02/01/2018 22:30:00,2.599,0,309.007,-1.67,0.933,95.1,0,4.022,87.3333,0.942333,479.084,1
02/01/2018 23:00:00,2.768,0,309.403,0.7348,0.833,95.033,0,4.195,88.8333,0.919667,478.897,1
02/01/2018 23:30:00,2.83,0,302.28,-0.9352,0.719,94.967,0,4.368,90.4,0.927333,478.732,1
03/01/2018 00:00:00,2.96,0,315.317,0.2672,0.741,94.867,0,4.541,90.2,0.970333,478.694,1
03/01/2018 00:30:00,2.867,0,317.88,-2.338,0.641,94.8,0,4.713,91.4667,0.932,478.731,1
03/01/2018 01:00:00,2.777,0.433,319.037,-0.7348,0.766,94.667,0,4.886,89.7333,0.923333,478.826,1
03/01/2018 01:30:00,2.937,0,319.913,0.0668,0.81,94.6,0,5.059,89.2667,0.943667,478.694,1
03/01/2018 02:00:00,3.051,0,320.81,1.8036,0.824,94.5,0,5.29,89.1667,0.931333,478.606,1
03/01/2018 02:30:00,3.232,0,322.357,3.1396,0.876,94.433,0.1,5.521,88.6333,1.02633,478.574,1
03/01/2018 03:00:00,2.538,0,321.81,1.6032,0.21,94.333,0.3,5.752,97.1333,1.04,479.142,1
03/01/2018 03:30:00,2.261,0.607,323.51,1.8036,0.017,94.233,1.1,5.983,99.7667,0.933667,479.264,1
03/01/2018 04:00:00,2.159,0.493,323.267,0.4008,0,94.067,0.8,6.213,100,0.951,479.242,1
03/01/2018 04:30:00,2.285,0.087,323.857,2.5384,0,93.933,0.1,6.444,100,0.928667,479.202,1
03/01/2018 05:00:00,2.564,0,325.417,1.8036,0,93.733,0,6.744,100,0.923667,479.127,1
03/01/2018 05:30:00,2.951,0.377,326.38,-0.2672,0,93.633,0.3,7.043,100,0.94,478.694,1
03/01/2018 06:00:00,3.074,0,326.927,3.2732,0,93.533,1.5,7.343,100,0.927,478.57,1
03/01/2018 06:30:00,3.31,0.577,330.527,1.9372,0,93.333,1,7.642,100,0.965,478.693,1
03/01/2018 07:00:00,3.558,0,330.58,2.4048,0,93.233,2.3,7.941,100,0.955667,478.96,1
03/01/2018 07:30:00,4.001,0,333.323,0.9352,0,93.167,3.2,8.241,100,0.967667,479.993,1
03/01/2018 08:00:00,4.462,0.66,334.937,2.2712,0,93.033,2.4,8.522,100,0.968667,480.022,1
03/01/2018 08:30:00,4.931,1.097,337.123,0.668,0,93.1,0.1,8.804,100,0.955333,480.484,0
03/01/2018 09:00:00,5.51,2.193,327.61,3.1396,0,93.133,0,9.086,100,1.078,480.582,0
03/01/2018 09:30:00,6.149,9.467,314.24,22.2444,0,93.1,0,9.368,100,8.40433,480.939,0
03/01/2018 10:00:00,6.126,31.833,309.407,65.2636,0.044,93.1,0,9.649,99.5333,31.03,480.36,0
03/01/2018 10:30:00,6.092,33.477,324.587,66.6664,0.273,93.1,0,9.931,97.1,30.82,480.36,0
03/01/2018 11:00:00,6.283,120.867,319.687,226.185,1.211,93.1,0,9.509,87.3,103.577,429.523,0
03/01/2018 11:30:00,4.761,29.923,324.57,61.3892,0.935,93.1,1.1,9.088,89.1,29.1567,480.243,0
03/01/2018 12:00:00,3.193,47.733,312.603,94.9896,0.405,93.2,0.1,8.666,94.7333,42.1767,478.326,0
03/01/2018 12:30:00,3.145,51.2,306.377,103.54,0.406,93.2,0,8.244,94.7,46.35,478.137,0
03/01/2018 13:00:00,3.432,64.963,302.053,130.661,0.604,93.267,0,7.822,92.2667,60.47,478.231,0
03/01/2018 13:30:00,3.703,39.77,317.587,85.4372,0.85,93.3,0,7.4,89.3333,35.7433,478.788,0
03/01/2018 14:00:00,3.616,92.84,297.713,175.417,0.589,93.3,0,7.601,92.5667,72.5533,478.195,0
03/01/2018 14:30:00,3.597,52.667,318.37,107.08,0.638,93.4,0,7.802,91.9333,49.3533,478.256,0
03/01/2018 15:00:00,3.91,25.687,322.717,54.5088,1.266,93.4,0,8.003,84.3333,23.9067,479.319,0
03/01/2018 15:30:00,3.854,17.14,325.2,32.8656,0.864,93.4,0.2,8.204,89.2667,13.93,479.469,0
03/01/2018 16:00:00,3.937,6.667,323.847,14.1616,0.967,93.5,0.1,8.405,88.0667,4.42367,479.59,0
03/01/2018 16:30:00,3.877,3.06,324.343,2.2044,0.79,93.5,0.1,8.606,90.2,1.445,479.469,0
03/01/2018 17:00:00,3.85,1.33,325.813,-2.672,0.649,93.6,0,8.681,91.9333,0.960667,479.469,1
03/01/2018 17:30:00,3.973,1.383,326.353,1.6032,0.785,93.6,0,8.756,90.3333,0.979333,479.993,1
03/01/2018 18:00:00,4.01,0.32,325.433,3.4736,0.719,93.6,0,8.83,91.1667,0.951333,479.993,1
03/01/2018 18:30:00,4.289,0.837,325.29,-0.4676,1.359,93.6,0,8.905,83.6367,0.980333,479.973,1
03/01/2018 19:00:00,4.626,0.143,325.753,2.004,1.954,93.667,0,8.98,77.02,0.949,480.518,1
03/01/2018 19:30:00,4.679,0,322.133,-1.8036,2.074,93.7,0,9.055,75.69,0.975,480.569,1
03/01/2018 20:00:00,4.713,0,322.23,-3.5404,2.169,93.7,0,8.909,74.6333,0.957,480.579,1
03/01/2018 20:30:00,4.681,0.143,323.09,-0.6012,2.151,93.733,0,8.764,74.7933,0.996333,480.591,1
03/01/2018 21:00:00,4.707,0,322.467,1.4028,2.238,93.8,0,8.618,73.82,0.936667,480.605,1
03/01/2018 21:30:00,4.722,0,322.317,1.67,2.313,93.8,0,8.472,72.9767,0.968667,480.619,1
03/01/2018 22:00:00,4.513,0,323.21,3.006,1.968,93.8,0,8.327,76.6667,1.14667,480.588,1
03/01/2018 22:30:00,4.232,1.353,324.603,1.2024,1.414,93.833,0,8.181,82.9,1.06767,479.973,1
03/01/2018 23:00:00,3.976,0,307.123,2.8056,1.302,93.9,0,8.002,83.9667,0.95,479.993,1
03/01/2018 23:30:00,3.513,0,316.913,0.6012,0.93,93.9,0,7.822,88.1667,0.946,478.933,1
04/01/2018 00:00:00,3.423,0,298.123,4.008,0.797,93.9,0,7.643,89.8,1.031,478.825,1
04/01/2018 00:30:00,3.451,0,289.95,1.67,1.083,93.9,0,7.463,86.1667,0.997667,478.867,1
04/01/2018 01:00:00,3.509,0,311.577,-0.668,1.163,93.9,0,7.283,85.2,0.962333,478.933,1
04/01/2018 01:30:00,3.635,0,315.693,0.2672,1.313,93.9,0,7.104,83.4333,1.07267,479.058,1
04/01/2018 02:00:00,3.512,0,316.753,4.342,0.87,93.9,0,7.042,88.9333,0.988333,478.87,1
04/01/2018 02:30:00,3.486,0,321.047,3.0728,0.596,93.9,0,6.981,92.4,0.993333,478.8,1
04/01/2018 03:00:00,3.715,0,317.357,0.4008,0.851,93.9,0,6.919,89.3333,0.954667,479.024,1
04/01/2018 03:30:00,3.846,0,314.3,-2.338,0.936,94,0,6.857,88.3667,0.996,479.217,1
04/01/2018 04:00:00,3.799,0,320.307,-1.67,0.813,94,0,6.796,89.8667,0.953,478.948,1
04/01/2018 04:30:00,3.633,0,298.15,-1.0688,0.616,94,0,6.734,92.2333,1.03933,478.554,1
04/01/2018 05:00:00,3.655,0,323.63,-0.668,0.609,94,0,6.615,92.3333,1.04933,478.596,1
04/01/2018 05:30:00,3.579,0,324.03,3.5404,0.429,94,0,6.495,94.5667,0.95,478.236,1
04/01/2018 06:00:00,3.73,0,317.267,-1.2692,0.782,94,0,6.376,90.2,0.930667,478.226,1
04/01/2018 06:30:00,3.795,0,313.6,2.8056,0.952,94.033,0,6.257,88.1333,0.937333,477.971,1
04/01/2018 07:00:00,3.913,0,325.107,0.2004,1.07,94.1,0,6.138,86.7667,0.96,477.578,1
04/01/2018 07:30:00,3.869,0.173,316.39,3.1396,0.989,94.033,0,6.019,87.7333,0.941333,477.505,1
04/01/2018 08:00:00,3.766,0,319.553,2.8724,0.904,94,0,5.882,88.7,1.02133,477.526,1
04/01/2018 08:30:00,3.652,1.587,290.733,3.8076,0.876,94.067,0,5.746,88.9667,2.822,477.526,0
04/01/2018 09:00:00,3.805,8.14,301.737,15.5644,0.982,94.1,0,5.61,87.7667,7.85767,477.462,0
04/01/2018 09:30:00,3.855,35.587,265.107,67.3344,1.111,94.1,0,5.473,86.2,28.4667,478.362,0
04/01/2018 10:00:00,4.089,52.813,295.113,100.801,1.31,94.1,0,5.337,84,52.8133,478.262,0
04/01/2018 10:30:00,4.2,46.81,312.003,92.3844,1.455,94.1,0,5.2,82.3667,46.2167,480.22,0
04/01/2018 11:00:00,4.129,39.593,323.503,80.16,1.324,94.1,0,5.098,83.8667,38.3367,478.262,0
04/01/2018 11:30:00,4.038,47.997,324.053,96.3924,0.982,94.1,0,4.995,87.9667,46.0867,478.262,0
04/01/2018 12:00:00,4.135,77.633,318.893,155.778,0.966,94.1,0,4.892,88.2333,73.6633,478.402,0
04/01/2018 12:30:00,4.361,62.913,316.697,128.857,1.293,94.033,0,4.789,84.5,59.42,479.763,0
04/01/2018 13:00:00,4.479,55.47,312.847,121.977,1.405,94,0,4.686,83.3,51.6233,479.887,0
04/01/2018 13:30:00,4.476,38.53,324.907,83.9008,1.276,94,0,4.583,84.8333,34.48,480.328,0
04/01/2018 14:00:00,4.584,34.49,328.313,72.812,1.113,93.933,0,4.447,86.8667,31.1233,480.363,0
04/01/2018 14:30:00,4.698,22.687,326.907,42.0172,1.151,93.9,0,4.31,86.5333,18.7233,480.374,0
04/01/2018 15:00:00,4.475,28.833,328.983,60.5208,0.608,93.867,0,4.174,92.7667,26.7667,480.328,0
04/01/2018 15:30:00,4.165,25.86,329.267,53.5068,0.145,93.8,0,4.038,98.2333,24.1633,480.229,0
04/01/2018 16:00:00,4.069,8.4,332.713,21.5096,0.049,93.8,0.1,3.902,99.4,8.11167,480.559,0
04/01/2018 16:30:00,3.969,3.75,332.503,9.2852,0,93.733,0,3.765,100,2.21267,480.57,0
04/01/2018 17:00:00,3.908,0,330.977,1.336,0,93.7,0.1,3.689,100,1.08567,477.578,1
04/01/2018 17:30:00,3.999,0,332.207,-0.8684,0,93.7,0.3,3.613,100,0.981667,480.688,1
04/01/2018 18:00:00,4.222,0,333.197,-0.2672,0,93.633,0.3,3.537,100,0.929,480.731,1
04/01/2018 18:30:00,4.581,0.23,335.58,0.0668,0,93.6,0.4,3.46,100,0.929667,480.809,1
04/01/2018 19:00:00,5.17,0.347,338.893,-9.23E-18,0,93.6,0,3.384,100,0.913,480.865,1
04/01/2018 19:30:00,5.547,0.317,340.27,-0.4676,0,93.6,0.1,3.308,100,0.965667,481.055,1
04/01/2018 20:00:00,5.854,0,335.753,-1.67,0,93.6,0,3.924,100,0.938333,481.221,1
04/01/2018 20:30:00,6.019,0,295.057,1.002,0,93.6,0,4.539,100,0.939667,481.475,1
04/01/2018 21:00:00,6.364,0,272.167,3.7E-17,0,93.6,0,5.155,100,0.943333,482.056,1
04/01/2018 21:30:00,6.694,0,276.747,-0.6012,0,93.567,0,5.771,100,0.955667,482.379,1
04/01/2018 22:00:00,6.895,0,264.237,-0.5344,0.488,93.5,0,6.387,95.1,0.948667,482.693,1
04/01/2018 22:30:00,7.293,0,267.637,-0.4676,2.236,93.5,0,7.003,78.13,1.00933,482.6,1
04/01/2018 23:00:00,7.234,0,280.973,0.9352,2.259,93.5,0,6.966,77.8167,0.968,482.626,1
04/01/2018 23:30:00,7.115,0,268.347,-1.8036,1.788,93.533,0,6.929,82.3,1.14433,482.647,1
05/01/2018 00:00:00,6.775,0,275.733,1.8036,1.595,93.6,0,6.892,83.8333,1.25633,482.703,1
05/01/2018 00:30:00,6.315,0,275.52,1.336,1.663,93.6,0,6.855,82.6,1.67933,482.223,1
05/01/2018 01:00:00,5.878,0,249.69,0.1336,1.302,93.6,0,6.818,85.9667,0.952,481.598,1
05/01/2018 01:30:00,5.899,0,242.003,-0.7348,2.457,93.667,0,6.781,73.55,1,481.618,1
05/01/2018 02:00:00,5.764,0,254.12,-0.0668,2.731,93.767,0,6.738,70.3233,1.01367,481.513,1
05/01/2018 02:30:00,5.663,0,273.643,-3.1396,2.714,93.8,0,6.695,70.3,0.966333,481.432,1
05/01/2018 03:00:00,5.627,0,270.353,-7.41E-17,2.86,93.833,0,6.651,68.6233,0.988,481.408,1
05/01/2018 03:30:00,5.434,0,241.8,0.2004,2.936,93.9,0,6.608,67.3533,0.984667,481.351,1
05/01/2018 04:00:00,5.295,0,248.683,0.4676,3.014,93.9,0,6.565,66.1667,0.945333,481.349,1
05/01/2018 04:30:00,5.252,0,276.677,-0.4676,2.94,93.9,0,6.522,66.8967,0.948333,481.174,1
05/01/2018 05:00:00,5.164,0,273.667,-1.4696,2.849,93.9,0,6.45,67.72,1.01867,481.133,1
05/01/2018 05:30:00,5.147,0,273.747,3.7E-17,2.985,93.9,0,6.379,66.1433,0.979667,481.127,1
05/01/2018 06:00:00,4.992,0,290.033,-1.2024,2.793,93.933,0,6.307,67.97,1.139,481.12,1
05/01/2018 06:30:00,4.701,0,290.31,-1.336,2.453,93.9,0,6.236,71.2967,1.125,481.106,1
05/01/2018 07:00:00,4.746,0,319.647,-0.0668,2.295,93.9,0,6.164,73.2333,1.132,481.097,1
05/01/2018 07:30:00,4.695,0,328.24,3.006,1.832,93.9,0,6.093,78.5467,1.13533,481.088,1
05/01/2018 08:00:00,4.607,0,331.573,-1.336,0.727,93.9,0,6.112,91.4333,1.33967,481.05,1
05/01/2018 08:30:00,4.809,0.347,333.68,1.2024,0.103,93.933,0,6.131,98.8,0.954333,481.088,0
05/01/2018 09:00:00,5.35,3.347,330.677,8.4836,0.298,94,0,6.151,96.6667,1.97433,481.308,0
05/01/2018 09:30:00,5.602,5.337,333.937,12.692,0.552,94,0.4,6.17,93.9333,3.50267,481.431,0
05/01/2018 10:00:00,5.33,11.427,337.6,23.5804,0.015,94,0.3,6.19,99.8333,9.38967,481.308,0
05/01/2018 10:30:00,5.517,31.747,334.257,60.9884,0,94,0,6.209,100,28.21,480.662,0
05/01/2018 11:00:00,5.814,60.23,330.353,118.036,0,94,0,6.194,100,55.7,479.903,0
05/01/2018 11:30:00,6.091,69.667,334.69,134.802,0,94,0,6.178,100,66.4767,479.904,0
05/01/2018 12:00:00,6.446,118.037,324.79,227.387,0.325,94.067,0,6.163,96.6333,116.033,431.246,0
05/01/2018 12:30:00,6.624,121.327,323.977,230.794,0.866,94.1,0,6.148,91.1333,116.067,431.417,0
05/01/2018 13:00:00,6.86,101.673,322.11,203.473,1.548,94.1,0,6.132,84.4,97.1033,429.758,0
05/01/2018 13:30:00,6.745,86.06,319.02,174.081,1.323,94.1,0,6.117,86.5667,82.69,430.059,0
05/01/2018 14:00:00,6.595,57.69,318.473,119.639,0.955,94.1,0,5.632,90.2,55.17,436.373,0
05/01/2018 14:30:00,6.6,44.877,311.35,95.1232,1.202,94.167,0,5.148,87.6667,43.8867,481.497,0
05/01/2018 15:00:00,6.567,42.86,312.993,90.848,1.453,94.2,0,4.663,85.0667,40.9667,481.497,0
05/01/2018 15:30:00,6.549,30.303,314.583,64.796,1.499,94.2,0,4.178,84.5667,30.3767,481.497,0
05/01/2018 16:00:00,6.519,9.003,321.067,23.4468,1.6,94.2,0,3.694,83.5,9.458,482.384,0
05/01/2018 16:30:00,6.386,1.1,320.137,8.0828,1.194,94.2,0,3.209,87.5667,2.93367,482.319,0
05/01/2018 17:00:00,6.184,0,321.193,5.678,0.733,94.267,0,3.025,92.2667,1.07833,482.101,1
05/01/2018 17:30:00,5.966,0,319.253,0.7348,0.504,94.3,0,2.84,94.6,1.007,481.846,1
05/01/2018 18:00:00,5.652,0,310.183,-0.1336,0.825,94.3,0,2.655,90.9667,1.215,481.47,1
05/01/2018 18:30:00,5.365,0,287.02,-0.9352,0.77,94.3,0,2.47,91.4,1.17767,481.342,1
05/01/2018 19:00:00,5.166,0,277.25,1.5364,0.953,94.3,0,2.286,89.2,0.974,481.102,1
05/01/2018 19:30:00,5.133,0,278.773,0.4008,1.242,94.3,0,2.101,85.9,0.977,481.102,1
05/01/2018 20:00:00,5.016,0,257.81,3.5404,1.214,94.4,0,2.214,86.1,0.972667,481.102,1
05/01/2018 20:30:00,4.827,0,250.023,-0.7348,0.971,94.4,0,2.327,88.7333,1.03,481.088,1
05/01/2018 21:00:00,4.74,0,277.257,-1.336,0.825,94.4,0,2.44,90.3667,0.922,481.088,1
05/01/2018 21:30:00,4.845,0,321.537,-0.5344,0.633,94.4,0,2.553,92.6667,0.920667,481.088,1
05/01/2018 22:00:00,5.094,0,321.007,1.9372,0.562,94.4,0,2.666,93.6,0.930333,481.102,1
05/01/2018 22:30:00,5.18,0.317,325.357,-0.2672,0.513,94.433,0,2.779,94.2,0.94,481.102,1
05/01/2018 23:00:00,5.095,0,309.73,-0.2672,0.319,94.5,0,2.872,96.3667,1.05333,481.102,1
05/01/2018 23:30:00,4.991,0,281.76,-2.2044,0.195,94.5,0,2.966,97.7667,1.097,481.102,1
06/01/2018 00:00:00,5.002,0,287.35,-0.0668,0.154,94.5,0,3.06,98.2333,0.927667,481.102,1
