DOY,hour,Tair,SWDR,PAR,diffPAR,Vpact,vhor,rain,avc,pressure,ST005,SM5_10
95,10,2.6,554.85,984.85,134.86,0.414,5.19,0,386.19,955.36,4.22,37.33
95,11,4.23,658.13,1178.05,156.73,0.42,4.96,0,382.46,955.55,4.22,37.33
95,12,5.34,719.95,1290.23,179.5,0.412,6.19,0,379.51,955.45,4.22,37.33
95,13,6.21,733.65,1308.18,197.62,0.396,5.74,0,376.96,955.5,4.22,37.33
95,14,6.19,715.17,1262.68,239.04,0.398,6.4,0,375.6,955.49,4.21,37.33
95,15,6.03,592.93,1038.3,253.38,0.412,6.28,0,373.9,955.58,4.21,37.33
95,16,5.44,480.15,833.81,283.38,0.409,5.93,0,372.82,955.72,4.21,37.33
95,17,4.7,331.84,560.88,194.26,0.407,6.26,0,372.8,955.91,4.2,37.33
95,18,4.07,172.75,281.2,85.37,0.388,5.36,0,373.43,956.16,4.2,37.33
95,19,3.4,30.05,55.45,27.34,0.383,4.82,0,374.29,956.55,4.2,37.33
95,20,2.51,0,0.63,0.76,0.38,3.83,0,376.06,957.24,4.2,37.26
95,21,1.63,0,0,0,0.386,3.61,0,377.47,957.61,4.2,37.26
95,22,1.06,0,0,0,0.378,3.73,0,377.62,957.93,4.19,37.26
95,23,0.31,0,0,0,0.373,4.19,0,378.06,958.4,4.19,37.26
95,24,-0.74,0,0,0,0.404,4.19,0,377.74,958.7,4.19,37.26
96,1,-1.72,0,0,0,0.399,4.04,0,377.92,958.99,4.19,37.26
96,2,-2.55,0,0,0,0.393,3.46,0,378.97,959.16,4.18,37.26
96,3,-3.18,0,0,0,0.382,2.81,0,379.62,959.15,4.18,37.26
96,4,-3.71,0,0,0,0.377,2.64,0,380.14,959.39,4.18,37.26
96,5,-4.26,0,0,0,0.373,3.08,0,380.89,959.74,4.18,37.26
96,6,-4.73,3.12,6.43,3.14,0.366,2.8,0,381.63,959.98,4.17,37.19
96,7,-4.49,86.46,131.23,41.86,0.36,3.54,0,381.02,960.38,4.17,37.19
96,8,-3.75,250.86,424.7,91.1,0.371,3.08,0,381.88,961.16,4.16,37.19
96,9,-2.67,333.97,603.27,233.17,0.372,4.09,0,379.51,961.69,4.16,37.19
96,10,-1.75,200.12,372.57,288.88,0.352,3.91,0,377.44,961.98,4.16,37.19
96,11,-1.5,194.43,369.62,288.52,0.358,3.93,0,376.89,962.38,4.15,37.19
96,12,-0.89,338.01,627.18,438.88,0.373,3.13,0,376.41,962.45,4.14,37.19
96,13,-0.24,294.52,550.4,445.71,0.373,3.19,0,376.32,962.59,4.14,37.19
96,14,0.45,328.68,608.96,447.2,0.38,2.89,0,376.1,962.7,4.13,37.19
96,15,0.67,263.28,489.42,386.12,0.384,2.85,0,376.32,962.65,4.12,37.19
96,16,0.96,237.99,436.98,301.36,0.392,2.56,0,376.03,962.57,4.12,37.19
96,17,1.46,187.19,344.29,248.96,0.399,2.32,0,375.19,962.48,4.11,37.19
96,18,1.72,149.21,247.5,141.79,0.401,2.05,0,374.57,962.67,4.1,37.19
96,19,1.29,36.2,63.46,24.64,0.411,1.74,0,374.38,962.91,4.1,37.19
96,20,0.79,0,1.16,0.76,0.413,2.04,0,374.66,963.35,4.09,37.19
96,21,0.71,0,0,0,0.41,2.09,0,374.32,963.6,4.08,37.19
96,22,0.72,0,0,0,0.408,2.04,0,374.26,963.61,4.07,37.19
96,23,0.93,0,0,0,0.402,2.1,0,374.13,963.72,4.06,37.19
96,24,0.32,0,0,0,0.403,2.09,0,375.19,963.74,4.06,37.13
97,1,0,0,0,0,0.403,2.26,0,376.29,963.8,4.05,37.13
97,2,-0.08,0,0,0,0.401,2.35,0,376.11,963.8,4.03,37.12
97,3,-0.08,0,0,0,0.399,2.47,0,375.28,963.85,4.03,37.12
97,4,-0.27,0,0,0,0.397,2.89,0,375.64,963.92,4.02,37.12
97,5,-1.05,0,0,0,0.401,3.3,0,377.44,964.18,4.01,37.13
97,6,-0.87,2.77,7.26,3.07,0.399,2.99,0,377.09,964.52,4,37.12
97,7,0.24,90.69,148.29,40.25,0.397,2.36,0,376.3,964.85,4,37.12
97,8,1.36,260.07,450.56,79.16,0.409,1.32,0,376.46,965,3.98,37.12
97,9,1.76,432.4,771.26,102.05,0.414,1.62,0,376.39,965.33,3.98,37.12
97,10,2.5,581.61,1051.14,110.48,0.372,1.79,0,375.35,965.77,3.97,37.12
97,11,3.41,693.43,1256.21,123.38,0.335,2.33,0,374.04,965.89,3.95,37.12
97,12,4.01,754.2,1372.38,146.1,0.393,2.87,0,373.76,965.8,3.94,37.12
97,13,4.77,769.92,1400.34,179.03,0.403,2.77,0,373.19,965.91,3.93,37.12
97,14,5.53,734.13,1333.3,189.54,0.392,3.19,0,372.66,965.5,3.92,37.12
97,15,6.18,640.53,1157.41,160.2,0.382,2.84,0,372.51,965.11,3.91,37.12
97,16,6.29,509.62,912.54,103.9,0.35,3.56,0,372.59,964.67,3.9,37.09
97,17,6.35,351.05,620.38,82.38,0.335,3.34,0,372.31,964.39,3.89,37.06
97,18,5.98,181.42,312.59,56.8,0.34,3.74,0,372.25,964.2,3.88,37.06
97,19,5.2,42.51,72.52,21.12,0.361,3.68,0,373.92,964.2,3.87,37.06
97,20,3.77,0,1.32,0.76,0.395,3.48,0,374.2,964.44,3.86,37.06
97,21,3.04,0,0,0,0.398,3.65,0,374.79,964.67,3.85,37.06
97,22,2.29,0,0,0,0.421,3.36,0,375.6,964.82,3.84,37.06
97,23,1.54,0,0,0,0.42,3.33,0,377.17,964.95,3.84,37.06
97,24,0.83,0,0,0,0.417,2.66,0,379.36,965.02,3.83,37.06
98,1,0.36,0,0,0,0.404,2.57,0,380.31,964.86,3.82,37.06
98,2,-0.36,0,0,0,0.416,2.73,0,381.67,964.81,3.82,37.06
98,3,-0.59,0,0,0,0.402,1.86,0,382.04,964.86,3.82,37.06
98,4,-0.85,0,0,0,0.404,1.53,0,383.29,964.66,3.81,37.06
98,5,-1.09,0,0,0,0.382,1.82,0,383.81,964.47,3.81,37.03
98,6,-1.86,3.98,8.84,4.32,0.374,2.42,0,385.61,964.43,3.81,36.99
98,7,-1.77,92.64,145.92,44.31,0.37,2.7,0,386.68,964.49,3.8,36.99
98,8,-1.19,249.62,425.44,86.26,0.372,2.39,0,387.49,964.71,3.8,36.99
98,9,-0.4,429.51,754.1,120.64,0.381,2.02,0,388.94,965.1,3.79,36.99
98,10,0.76,577.76,1027.3,146.88,0.39,2.54,0,388.35,965.36,3.79,36.99
98,11,2.39,680.24,1215.34,179.22,0.397,3.39,0,383.79,965.4,3.77,36.99
98,12,4.05,747.48,1340.93,187.33,0.368,3.5,0,378.8,965.13,3.76,36.99
98,13,4.9,756.34,1351.47,213.64,0.357,3.95,0,378.89,964.96,3.76,36.99
98,14,5.66,715.81,1267.73,241.23,0.351,3.94,0,379.35,964.64,3.75,36.99
98,15,6.13,623.23,1089.59,222.9,0.352,4.39,0,377.96,964.33,3.75,36.99
98,16,6.41,482.92,830.77,216.44,0.342,4.51,0,376.13,964.26,3.74,36.99
98,17,6.5,325.21,546.71,150.45,0.339,3.64,0,376.08,964.35,3.74,36.99
98,18,6.34,162.53,265.19,98.04,0.362,3.18,0,375.91,964.49,3.73,36.99
98,19,5.37,35.53,61.3,29.66,0.392,3.16,0,375.46,964.73,3.73,36.99
98,20,4.27,0,1.32,0.76,0.398,2.74,0,375.43,965.18,3.72,36.99
98,21,3.84,0,0,0,0.394,2.65,0,376.13,965.48,3.72,36.99
98,22,3.41,0,0,0,0.399,2.35,0,377.62,965.62,3.71,36.99
98,23,3,0,0,0,0.403,2.51,0,378.64,965.64,3.71,36.99
98,24,2.63,0,0,0,0.403,2.46,0,379.32,965.42,3.7,36.99
99,1,2.29,0,0,0,0.4,2.37,0,380.12,965.2,3.7,36.94
99,2,2.01,0,0,0,0.396,2.54,0,381.28,964.76,3.69,36.92
99,3,1.61,0,0,0,0.393,2.39,0,382.46,964.32,3.7,36.92
99,4,1.06,0,0,0,0.391,2.48,0,383.81,964.27,3.69,36.92
99,5,0.5,0,0,0,0.388,2.57,0,384.48,964.32,3.69,36.92
99,6,0.36,3.92,8.96,5.52,0.386,2.15,0,384.93,964.35,3.69,36.92
99,7,0.73,81.36,123.49,59.85,0.385,1.99,0,385.11,964.24,3.69,36.92
99,8,1.08,235.08,381.94,121.89,0.388,1.79,0,386.39,964.35,3.69,36.92
99,9,1.82,401.34,684.32,171.72,0.392,2.19,0,387.33,964.45,3.68,36.92
99,10,3.27,552.26,961.2,200.72,0.385,2.69,0,385.8,964.36,3.67,36.92
99,11,4.49,673.07,1181.95,219.48,0.357,4.27,0,384.83,964.14,3.67,36.92
99,12,5.44,744.23,1311.45,241.36,0.333,4.17,0,383.86,963.68,3.67,36.92
99,13,6.4,731.99,1292.54,290.19,0.332,3.93,0,379.41,963.08,3.66,36.92
99,14,6.93,664.82,1173.21,253.91,0.308,4.36,0,377.57,962.67,3.65,36.92
99,15,7.53,612.78,1067.68,253.25,0.313,4.15,0,377.1,962.18,3.65,36.92
99,16,7.52,389.7,677.26,231.92,0.315,4.7,0,375.41,961.63,3.64,36.92
99,17,7.33,245.48,414.01,168.74,0.316,4.17,0,375.24,961.22,3.64,36.92
99,18,6.9,113.71,198.53,107.07,0.307,4.45,0,375.57,960.97,3.63,36.92
99,19,6.05,24.86,48.98,29.2,0.333,3.95,0,375.4,961.22,3.62,36.92
99,20,5.01,0,1.32,0.76,0.346,3.75,0,376.41,961.48,3.63,36.92
99,21,3.96,0,0,0,0.359,3.86,0,378.17,961.71,3.62,36.92
99,22,3.18,0,0,0,0.361,4.07,0,379.57,961.96,3.62,36.88
99,23,2.43,0,0,0,0.389,3.77,0,381.29,962.04,3.62,36.86
99,24,2.32,0,0,0,0.442,3.82,0,382.23,961.96,3.61,36.86
100,1,1.83,0,0,0,0.458,3.82,0,383.44,961.73,3.61,36.86
100,2,1.39,0,0,0,0.457,3.72,0,383.28,961.48,3.61,36.86
100,3,0.88,0,0,0,0.461,3.91,0,383.97,961.36,3.61,36.86
100,4,0.5,0,0,0,0.468,4.25,0,385.2,961.2,3.62,36.86
100,5,0.01,0,0,0,0.472,4.39,0,386.51,961.33,3.61,36.86
100,6,-0.09,1.69,4.69,4.32,0.483,3.93,0,388.12,961.48,3.61,36.86
100,7,-0.09,31.17,54.14,49.98,0.498,4.12,0,389.95,961.6,3.61,36.86
100,8,0.27,108.06,188.1,173.7,0.523,4.57,0,388.88,961.52,3.62,36.86
100,9,0.82,281.36,486.1,320.67,0.554,3.88,0,385.88,961.57,3.61,36.85
100,10,2.01,263.1,476.84,297.36,0.555,4.88,0,383.06,961.56,3.62,36.79
100,11,2.8,371.64,659.67,422.22,0.551,5.16,0,382.34,961.61,3.61,36.79
100,12,4.47,684.77,1192.54,392.32,0.497,5.84,0,380.88,961.31,3.61,36.79
100,13,5.1,441.17,788.63,410.38,0.464,5.8,0,378.73,960.91,3.61,36.8
100,14,5.24,301.11,547.29,376.62,0.458,5.4,0,378.06,960.62,3.6,36.81
100,15,4.9,197.96,369.68,278.41,0.464,5.79,0,377.64,960.41,3.6,36.79
100,16,5.06,136.04,255.72,210.17,0.474,5.23,0,377.2,960.14,3.59,36.79
100,17,5.32,111.15,205.06,160.62,0.459,4.83,0,377.05,959.75,3.59,36.79
100,18,5.62,69.35,125.65,103.9,0.451,4.72,0,376.86,959.47,3.59,36.79
100,19,5.56,26.1,45.44,39.23,0.449,4.69,0,376.52,959.43,3.59,36.79
100,20,5.13,0,0.37,0.76,0.475,3.7,0,378.17,959.54,3.59,36.79
100,21,4.74,0,0,0,0.487,3.88,0,379.06,959.32,3.59,36.79
100,22,4.21,0,0,0,0.502,3.41,0,379.79,959.14,3.59,36.79
100,23,3.85,0,0,0,0.519,3.3,0,380.55,958.84,3.58,36.79
100,24,3.47,0,0,0,0.532,3.21,0,381.78,958.45,3.57,36.79
101,1,3.18,0,0,0,0.546,3.16,0,382.67,957.98,3.58,36.79
101,2,2.87,0,0,0,0.56,3.63,0,383.71,957.42,3.58,36.79
101,3,2.37,0,0,0,0.567,2.97,0,384.73,956.84,3.59,36.79
101,4,2.03,0,0,0,0.573,2.56,0,386.25,956.27,3.58,36.79
101,5,1.9,0,0,0,0.575,3.29,0,386.63,955.82,3.58,36.78
101,6,1.67,1.62,5.85,3.72,0.577,2.97,0,387.05,955.35,3.59,36.73
101,7,1.44,19.18,37.76,29.12,0.581,2.33,0,388.47,955.2,3.59,36.73
101,8,1.65,75.08,141.23,109.1,0.588,2.34,0,388.84,954.95,3.59,36.73
101,9,2.39,217.85,398.05,301.68,0.594,2.88,0,387.91,954.61,3.59,36.73
101,10,3.34,284.2,523.97,419.89,0.61,3.08,0,386.35,954.32,3.59,36.73
101,11,4.17,286.62,534.29,438.96,0.624,3.5,0,385.06,954.08,3.59,36.73
101,12,4.95,206.11,393.42,309.32,0.634,3.08,0,383.86,953.79,3.59,36.73
101,13,5.24,297.16,555.88,416.77,0.62,3.68,0,382.67,953.43,3.58,36.73
101,14,6.21,565.55,1020.55,555.02,0.605,4.07,0,381.37,952.57,3.58,36.73
101,15,6.96,617.11,1104.12,321.81,0.617,4.45,0,380.82,951.73,3.58,36.73
101,16,7.43,468.83,833.08,297.54,0.629,4.33,0,379.46,951.23,3.58,36.73
101,17,7.68,330.56,579.68,213.63,0.64,4.39,0,378.08,950.86,3.59,36.73
101,18,7.49,176.68,300.48,117.16,0.65,4.69,0,377.25,950.64,3.58,36.73
101,19,6.92,44.14,75.41,38.45,0.651,3.75,0,377.66,950.55,3.6,36.73
101,20,6.04,0.38,2.06,0.76,0.662,3.88,0,379.28,950.49,3.58,36.73
101,21,5.36,0,0,0,0.657,3.74,0,381.4,950.32,3.59,36.73
101,22,4.39,0,0,0,0.671,3.66,0,383.35,949.99,3.59,36.67
101,23,3.92,0,0,0,0.682,3.14,0,384.47,949.6,3.6,36.66
101,24,3.24,0,0,0,0.678,2.53,0,387.03,949.13,3.59,36.66
102,1,2.97,0,0,0,0.685,2.79,0,388.15,948.51,3.6,36.66
102,2,2.46,0,0,0,0.682,2.7,0,389.32,947.9,3.61,36.66
102,3,1.94,0,0,0,0.671,2.93,0,390.23,947.26,3.61,36.66
102,4,1.93,0,0,0,0.679,3.01,0,390.77,946.92,3.61,36.66
102,5,2.12,0,0,0,0.684,3.42,0,390.55,946.46,3.62,36.66
102,6,1.85,2.48,9.37,3.72,0.673,3.39,0,391.8,946.14,3.63,36.66
102,7,2.06,41.34,81.62,45.32,0.684,3.56,0,394.83,946.01,3.64,36.66
102,8,1.61,91.85,171.78,123.92,0.666,2.95,0,395.15,945.8,3.64,36.66
102,9,1.69,153.98,288.89,227.32,0.675,3.02,0,395.65,945.44,3.64,36.66
102,10,2.74,283.43,525.86,378.35,0.724,3.25,0,392.23,945.18,3.64,36.66
102,11,4.08,180.79,350.61,274.3,0.739,3.31,0,388.27,945.24,3.64,36.66
102,12,4.89,259.24,505.16,415.04,0.768,3.27,0,388.42,945.17,3.64,36.64
102,13,5.76,254.3,492.1,382.53,0.788,2.98,0,387.07,944.89,3.64,36.59
102,14,7.06,311.73,592.05,461.18,0.807,3.53,0,385.25,944.49,3.65,36.59
102,15,7.89,258.22,491.79,218.36,0.815,3.95,0,383.11,944.26,3.64,36.59
102,16,7.75,54.05,113.48,74.02,0.836,3.63,0,381.86,944.15,3.64,36.59
102,17,7.58,32.76,70.09,49.58,0.849,4.32,0,381.14,944.02,3.65,36.59
102,18,7.29,12.3,27.65,19.74,0.852,3.34,0,380.02,944.04,3.65,36.59
102,19,7.09,3.38,8.95,6.06,0.853,2.69,0,379.8,944.07,3.64,36.59
102,20,7.06,0,0.26,0.76,0.853,2.19,0,380.54,944.38,3.64,36.59
102,21,6.84,0,0,0,0.864,2.29,0,381.74,944.61,3.65,36.59
102,22,6.6,0,0,0,0.872,2.01,0.1,382.92,944.6,3.65,36.59
102,23,6.62,0,0,0,0.873,1.82,0,384.89,944.55,3.66,36.59
102,24,6.59,0,0,0,0.878,1.98,0.1,386.74,944.2,3.66,36.59
103,1,6.71,0,0,0,0.868,2.19,0,386.33,943.98,3.66,36.59
103,2,6.62,0,0,0,0.85,2.3,0,385.96,944.01,3.66,36.59
103,3,6.5,0,0,0,0.868,1.82,0,385.26,944.02,3.67,36.59
103,4,6.16,0,0,0,0.866,2.01,0.4,385.8,943.9,3.67,36.59
103,5,5.83,0,0,0,0.874,2.56,0.3,384.87,943.7,3.67,36.59
103,6,5.48,0,1.16,0.76,0.864,2.77,0.3,383.85,943.56,3.68,36.59
103,7,5.35,4.11,10.05,7.74,0.861,2.56,0.2,384.34,943.79,3.67,36.59
103,8,5.24,15.17,33.12,28.24,0.853,3.08,0.8,384.81,944.08,3.68,36.59
103,9,5.04,26.96,58.4,45.68,0.845,3.25,0.5,384.97,944.22,3.69,36.59
103,10,5.02,56.19,118.74,94.64,0.846,2.87,0.4,384.4,944.48,3.69,36.59
103,11,5.15,65.11,139.24,109.16,0.853,2.72,0.4,383.54,944.96,3.69,36.59
103,12,5.11,54.9,120.12,87.46,0.85,2.59,0.1,383.58,945.3,3.71,36.59
103,13,5.02,48.19,107,77.12,0.846,2.98,0.5,384.93,945.6,3.72,36.59
103,14,4.95,57.81,124.12,87.99,0.842,3.15,0.2,386.45,945.63,3.72,36.59
103,15,4.84,44.23,96.37,71.62,0.835,3,0.5,385.61,945.68,3.72,36.59
103,16,4.67,34.9,76.47,54.6,0.823,3.03,0.6,385.437,945.67,3.73,36.68
103,17,4.56,27.5,58.72,45.27,0.818,3.23,1.4,385.264,945.85,3.73,37.07
103,18,4.51,14.56,31.07,23.26,0.818,3.05,0.8,385.09,946.07,3.74,39.33
103,19,4.43,3.51,8.64,5.7,0.815,3.1,0.8,384.917,946.24,3.75,40.15
103,20,4.38,0,0.26,0.76,0.813,2.76,0.8,384.744,946.67,3.75,40.39
103,21,4.38,0,0,0,0.814,2.6,0.7,384.571,946.98,3.76,40.47
103,22,4.16,0,0,0,0.803,2.46,0.6,384.398,947.2,3.77,40.49
103,23,4.09,0,0,0,0.798,2.16,0.6,384.224,947.36,3.77,40.53
103,24,3.93,0,0,0,0.79,2.38,0.3,384.051,947.66,3.78,40.5
104,1,3.69,0,0,0,0.778,2.53,1.4,383.878,947.89,3.78,40.42
104,2,3.58,0,0,0,0.772,2.54,0.6,383.705,947.79,3.79,40.76
104,3,3.57,0,0,0,0.772,2.9,0.2,383.532,947.64,3.79,40.67
104,4,3.56,0,0,0,0.772,3.2,0,383.358,947.64,3.8,40.5
104,5,3.53,0,0,0,0.77,3.11,0.1,383.185,947.82,3.81,40.35
104,6,3.36,0,1.52,0.76,0.762,3.4,0.4,383.012,948.12,3.8,40.22
104,7,3.16,7.46,16.33,13.29,0.751,2.82,1.9,382.839,948.71,3.81,40.25
104,8,2.95,23.74,51.55,40.07,0.74,2.59,1.7,382.666,949.23,3.82,40.95
104,9,2.78,57.45,120.39,93.02,0.73,2.58,1,382.493,949.58,3.82,41.09
104,10,3.06,78.68,163.67,131.22,0.739,2.6,0.5,382.319,949.96,3.83,40.95
104,11,3.16,72.24,153.82,115.32,0.732,2.9,0.2,382.146,950.31,3.84,40.78
104,12,3.17,96.49,204.53,159.66,0.723,3.19,0.2,381.973,950.59,3.84,40.65
104,13,3.17,67.37,148.45,113.1,0.717,3.03,0.2,381.8,950.97,3.85,40.53
104,14,3.18,54.75,120.8,88.89,0.723,3.16,0.5,381.627,951.36,3.86,40.39
104,15,3.26,54.88,118.53,95.04,0.733,3.08,0.7,381.453,951.75,3.86,40.34
104,16,3.38,75.81,155.93,121.65,0.737,3.46,0.4,381.28,952.03,3.86,40.45
104,17,3.56,52.56,108.85,85.3,0.744,3.1,0.6,381.107,952.34,3.86,40.5
104,18,3.46,30.47,61.77,47,0.742,2.95,0.2,380.934,952.64,3.87,40.56
104,19,3.29,13.01,25.02,19.04,0.734,3.09,0,380.761,952.95,3.88,40.52
104,20,3.31,0.54,1.84,1.42,0.732,3.51,0,380.587,953.4,3.87,40.43
104,21,3.39,0,0,0,0.737,3.26,0,380.414,953.83,3.87,40.32
104,22,3.4,0,0,0,0.742,3.12,0,380.241,953.94,3.87,40.23
104,23,3.46,0,0,0,0.751,3.42,0.1,380.068,954,3.87,40.13
104,24,3.41,0,0,0,0.753,3.68,0,379.895,954.21,3.88,40.05
105,1,3.32,0,0,0,0.748,3.39,0,379.721,954.29,3.89,39.98
105,2,3.27,0,0,0,0.746,3.18,0,379.548,954.3,3.9,39.9
105,3,3.21,0,0,0,0.738,2.96,0,379.375,954.15,3.9,39.87
105,4,3.08,0,0,0,0.732,3.02,0,379.202,954.21,3.9,39.83
105,5,2.86,0,0,0,0.72,3.38,0,379.029,954.18,3.9,39.78
105,6,2.76,5.45,13.53,9.71,0.712,4.18,0,378.856,954.21,3.9,39.73
105,7,2.46,53.6,102.43,83.76,0.69,3.94,0,378.682,954.47,3.91,39.69
105,8,2.44,152.97,287.57,223.55,0.679,4.15,0,378.509,954.79,3.91,39.65
105,9,3.04,208.44,394.26,308.12,0.687,3.38,0,378.336,955.12,3.91,39.62
105,10,3.62,263.9,503.8,391.44,0.703,3.09,0,378.163,955.11,3.91,39.57
105,11,4.4,195.06,388.64,243.81,0.711,3.08,0,377.99,955.27,3.91,39.54
105,12,4.93,126.29,263.46,209.38,0.71,2.94,0.1,377.816,955.45,3.91,39.5
105,13,5.04,121.54,250.82,190.08,0.729,2.65,0.1,377.643,955.48,3.91,39.47
105,14,4.85,94.99,196.79,148.78,0.768,2.51,0.5,377.47,955.5,3.91,39.47
105,15,4.98,151.5,308.69,232.1,0.796,2.68,1,378.65,955.3,3.91,39.4
105,16,5.08,174.06,342.87,279.37,0.808,3.27,0.5,376.99,955.22,3.91,39.45
105,17,4.92,102.71,203.37,160.56,0.805,3.57,0.5,376.91,955.3,3.91,39.65
105,18,4.75,48.09,95.68,74.32,0.799,3.43,1,378.48,955.51,3.91,39.87
105,19,4.57,11.79,23.44,18.73,0.806,3.28,1.1,379.9,955.82,3.91,40.42
105,20,4.25,0.35,1.58,0.76,0.79,3.61,0.4,379.92,956.17,3.91,41.06
105,21,4.01,0,0,0,0.778,3.25,0.7,380.2,956.4,3.92,40.9
105,22,3.78,0,0,0,0.769,3.43,0.8,380.55,956.39,3.92,40.89
105,23,3.93,0,0,0,0.783,2.77,0.8,380.91,956.41,3.92,40.93
105,24,3.75,0,0,0,0.774,2.81,0.4,382.75,956.37,3.92,40.93
106,1,3.37,0,0,0,0.75,3.69,0.2,381.96,956.37,3.93,40.86
106,2,3.12,0,0,0,0.738,2.59,0.2,382.05,956.2,3.92,40.74
106,3,2.97,0,0,0,0.733,2.92,0.1,383.61,956.04,3.92,40.64
106,4,2.93,0,0,0,0.733,2.42,0,386.69,955.93,3.93,40.53
106,5,2.82,0,0,0,0.729,2.5,0,386.6,956.01,3.92,40.47
106,6,2.64,1.91,5.38,4.63,0.72,2.87,0,386.12,956.17,3.93,40.38
106,7,2.65,39.68,74.25,62.71,0.717,2.53,0,385.69,956.18,3.93,40.31
106,8,2.86,64.59,126.86,103.6,0.723,2.4,0,385.59,956.39,3.94,40.25
106,9,3.17,113,222.22,174.31,0.712,2.6,0,381.63,956.49,3.94,40.16
106,10,3.67,250.83,491.32,298.14,0.703,3.51,0,382.65,956.59,3.94,40.09
106,11,4.11,224.32,442.55,301.07,0.701,3.48,0,378.87,956.82,3.96,40.04
106,12,4.47,237.92,473.94,345.3,0.712,3.39,0,377.35,956.9,3.95,39.98
106,13,5.01,303.64,600.12,494.11,0.713,3.46,0,376.89,956.95,3.96,39.94
106,14,5.42,239.55,469.83,383.49,0.71,3.03,0,376.19,957.26,3.96,39.89
106,15,5.85,256.31,499.32,391.31,0.721,2.8,0,375.34,957.35,3.96,39.83
106,16,5.86,151.5,296.37,233.96,0.723,1.93,0,375.54,957.31,3.96,39.78
106,17,5.9,127.15,245.77,189.06,0.72,2.33,0,376.29,957.25,3.97,39.76
106,18,5.63,56.6,110.48,84.06,0.726,1.45,0,376.11,957.37,3.96,39.69
106,19,5.05,15.24,34.18,21.78,0.73,1.07,0,376.4,957.6,3.97,39.64
106,20,4.65,0.44,3.11,0.76,0.729,0.82,0,376.6,957.86,3.97,39.62
106,21,4.38,0,0,0,0.729,1.13,0,376.39,958.23,3.98,39.56
106,22,4.18,0,0,0,0.711,1.51,0,377.07,958.24,3.98,39.54
106,23,3.94,0,0,0,0.707,1.34,0,377.27,958.28,3.98,39.51
106,24,4.05,0,0,0,0.708,1.04,0,377.29,958.2,4,39.47
107,1,4.01,0,0,0,0.705,0.59,0,377.39,958.15,4,39.43
107,2,4.11,0,0,0,0.697,0.81,0,377.35,958.11,4.01,39.4
107,3,3.95,0,0,0,0.702,0.6,0,379.11,958.11,4,39.37
107,4,3.53,0,0,0,0.711,0.35,0,382.08,957.99,4.01,39.33
107,5,3.72,0,0,0,0.716,0.68,0,378.92,957.9,4.02,39.33
107,6,3.59,0,2.63,1.52,0.721,0.38,0,380.62,957.96,4.02,39.27
107,7,3.44,5.13,12.64,9.76,0.725,0.77,0,384.9,958.07,4.02,39.26
107,8,3.34,29.45,62.35,47.6,0.738,1.44,0,387.4,958.19,4.03,39.23
107,9,3.42,66.06,137.81,108.56,0.739,1.52,0.1,387.54,958.35,4.04,39.19
107,10,3.51,63.66,133.86,89.02,0.744,1.17,0,388.27,958.56,4.04,39.19
107,11,3.76,179.15,360.09,274.7,0.728,1,0.1,380.65,958.79,4.04,39.19
107,12,4.49,320.9,608.85,442.53,0.741,0.96,0.4,379.37,958.98,4.05,39.18
107,13,5.44,276.61,531.29,296.35,0.746,0.56,0,378.79,959.02,4.04,39.12
107,14,5.98,258.64,503.69,381.28,0.72,1.47,0,378.18,959.05,4.04,39.12
107,15,6.39,193.47,374.15,297.36,0.73,1.73,0,378.28,959.04,4.05,39.12
107,16,6.24,169.63,327.81,262.21,0.735,2.43,0,379.18,959.05,4.06,39.12
107,17,6.31,150.26,285.47,207.06,0.767,1.94,0,379.25,959.01,4.05,39.12
107,18,6.59,93.31,178.78,145.62,0.761,2.35,0,380.38,959.16,4.06,39.12
107,19,6.18,14.06,30.28,23.92,0.773,2.23,0.1,380.69,959.56,4.07,39.08
107,20,5.19,0,2.32,1.52,0.784,2.21,0.3,377.55,960.18,4.07,39.05
107,21,4.7,0,0,0,0.769,1.9,0.1,377.49,960.54,4.06,39.05
107,22,4.46,0,0,0,0.782,1.98,0.1,378.44,960.74,4.07,39.05
107,23,4.37,0,0,0,0.801,2.81,0,380.63,960.77,4.07,39.05
107,24,4.41,0,0,0,0.805,3.41,0,385.45,960.8,4.08,39.05
108,1,4.5,0,0,0,0.807,3.8,0,386.78,960.81,4.08,38.99
108,2,4.47,0,0,0,0.807,3.38,0,387.96,960.79,4.08,38.98
108,3,4.55,0,0,0,0.814,2.82,0,387.82,960.85,4.09,38.98
108,4,4.77,0,0,0,0.808,2.7,0,387.24,960.83,4.09,38.98
108,5,5.02,0,0,0,0.795,2.51,0,385.87,960.9,4.1,38.98
108,6,4.88,12.46,22.17,21.9,0.797,2.33,0,388.73,961.03,4.11,38.98
108,7,5.08,71.6,120.02,114.43,0.803,2.75,0,389.62,961.36,4.11,38.98
108,8,5.24,123.1,237.13,181.48,0.813,3.45,0,389.25,961.52,4.12,38.95
108,9,6.45,374.99,677.1,387.14,0.82,3.25,0,384.19,961.7,4.12,38.91
108,10,7.45,484.96,884.32,452.46,0.811,3.37,0,380.19,961.83,4.12,38.91
108,11,8.81,597.74,1083.22,490.53,0.807,3.1,0,375.29,962.07,4.12,38.91
108,12,10.08,569.06,1042.83,495.78,0.769,2.57,0,370.07,962.1,4.13,38.91
