DOY,hour,DateTime,Rn [W/m2],H [W/m2],LE [W/m2],NEE [umol/m2s],GPP [umol/m2s],RE [umol/m2s]
177,5,177.188,-69.89,-1.37,0.11,1.54,3.04,4.58
177,6,177.229,11.41,-7.2,15.09,-7.68,12.24,4.56
177,7,177.271,132.8,28.38,97.44,-16.97,21.54,4.57
177,8,177.312,266.92,106.01,147,-15.95,20.57,4.62
177,9,177.354,399.9,220.36,201.38,-22.11,26.8,4.69
177,10,177.396,485.98,237.15,264.52,-22.74,27.53,4.79
177,11,177.438,557.03,285.98,218.08,-18.89,23.75,4.86
177,12,177.479,612.2,279.2,244.7,-19.03,23.97,4.94
177,13,177.521,621.29,338.51,285.83,-20.67,25.72,5.04
177,14,177.562,587.49,289.5,262.26,-16.82,21.96,5.13
177,15,177.604,527.19,273.05,236.89,-17.88,23.09,5.21
177,16,177.646,410.85,200.67,226.88,-17.6,22.85,5.25
177,17,177.688,272.13,111.39,170.5,-10.61,15.87,5.26
177,18,177.729,161.05,61.92,127.98,-10.28,15.55,5.27
177,19,177.771,38.55,6.79,56.08,-2.88,8.15,5.27
177,20,177.812,-54.96,-19.33,24.26,-2.4,7.65,5.25
177,21,177.854,-90.98,-30.27,9.88,5.19,0,5.19
177,22,177.896,-93.94,-47.54,9.32,5.13,0,5.13
177,23,177.938,-92.29,-52.26,10.65,5.08,0,5.08
177,24,177.979,-86.03,-46.55,7.39,5.03,0,5.03
178,1,178.021,-83.55,-53.47,1.14,4.97,0,4.97
178,2,178.062,-86.81,-54.23,7.42,4.91,0,4.91
178,3,178.104,-83.23,-51.1,4.85,4.85,0,4.85
178,4,178.146,-82.24,-60.9,7.42,4.78,0,4.78
178,5,178.188,-63.45,-56.5,5.99,2.23,2.47,4.7
178,6,178.229,2.79,-29.37,21.5,-3.62,8.27,4.65
178,7,178.271,116.35,24.6,45.04,-12.31,16.94,4.63
178,8,178.312,284.92,117.29,88.82,-14.57,19.21,4.65
178,9,178.354,386.49,168.04,170.73,-21.04,25.73,4.7
178,10,178.396,504.34,259.65,220.38,-30.49,35.27,4.78
178,11,178.438,370.29,193.45,224.6,-26.58,31.42,4.84
178,12,178.479,499.66,257.73,245.56,-22.72,27.59,4.87
178,13,178.521,551.2,309.44,258.89,-25.7,30.65,4.95
178,14,178.562,305.6,224.88,192.72,-17.93,22.93,5
178,15,178.604,153.28,61.45,93.65,-9.25,14.17,4.93
178,16,178.646,234.57,97.46,114.1,-15.74,20.66,4.92
178,17,178.688,265.74,131.88,161.39,-19.28,24.21,4.93
178,18,178.729,173.01,110.52,121.07,-16.62,21.51,4.89
178,19,178.771,40.34,35.93,89.37,-7.9,12.75,4.85
178,20,178.812,-39.94,-22.2,32.44,-5.77,10.58,4.81
178,21,178.854,-60.96,-21.5,7.54,4.73,0,4.73
178,22,178.896,-48.1,-39.63,6.6,4,0.64,4.63
178,23,178.938,-75.78,-45.34,6.72,4.32,0.24,4.56
178,24,178.979,-78.3,-66.13,2.57,4.78,-0.3,4.47
179,1,179.021,-69.75,-53.72,3.56,4.32,0.08,4.39
179,2,179.062,-72.3,-52.1,2.77,4.55,-0.24,4.31
179,3,179.104,-89.49,-45.92,-5.57,4.21,0,4.21
179,4,179.146,-87.65,-43.67,-7.89,4.11,0,4.11
179,5,179.188,-66.08,-52.98,-3.37,1.09,2.91,4.01
179,6,179.229,28.91,5.35,22.28,-4.25,8.18,3.93
179,7,179.271,174,90.45,69.39,-12.64,16.54,3.9
179,8,179.312,306.89,181.27,121.08,-19.02,22.9,3.88
179,9,179.354,273.39,160.81,127.11,-17.89,21.77,3.88
179,10,179.396,187.54,102.08,121.56,-18.81,22.7,3.89
179,11,179.438,253.29,134.78,122.57,-21.06,24.95,3.89
179,12,179.479,333.64,202.31,169.68,-23.31,27.23,3.92
179,13,179.521,126.2,49.52,93.31,-15.24,19.18,3.94
179,14,179.562,361.52,201.97,200.72,-25.6,29.57,3.97
179,15,179.604,303.26,171.95,175.09,-22.61,26.61,4
179,16,179.646,161.9,82.16,116.71,-12.74,16.75,4
179,17,179.688,64.49,4.62,75.08,-6.62,10.61,3.99
179,18,179.729,57.14,14.9,57.1,-7.27,11.24,3.97
179,19,179.771,17.33,-13.9,49.7,-5.22,9.16,3.93
179,20,179.812,-17.55,-40.04,22.02,1.94,1.95,3.89
179,21,179.854,-20.59,-48.63,-5.58,2.94,0.91,3.85
179,22,179.896,-14.86,-53.92,12.49,3.7,0.11,3.81
179,23,179.938,-9.96,-55.17,0.45,3.4,0.37,3.78
179,24,179.979,-10.3,-50.78,1.27,2.82,0.92,3.73
180,1,180.021,-7.76,-30.82,0.65,4.37,-0.69,3.68
180,2,180.062,-5.28,-22.66,0.85,3.74,-0.08,3.65
180,3,180.104,-4.16,-25.17,2.31,3.92,-0.19,3.73
180,4,180.146,-17.62,-41.75,-0.99,4.55,-0.77,3.77
180,5,180.188,-23.48,-54.1,2.93,0.82,2.9,3.73
180,6,180.229,16.17,-36.73,4.33,-2.43,6.11,3.68
180,7,180.271,82.99,1.6,12.47,-7.27,10.92,3.65
180,8,180.312,137.92,41.96,69.1,-12.99,16.63,3.64
180,9,180.354,108.3,17.16,35.48,-11.07,14.69,3.62
180,10,180.396,370.33,97.9,117.1,-22.14,25.76,3.63
180,11,180.438,390.38,134.78,210.59,-24.77,28.43,3.66
180,12,180.479,430.05,208.99,242.91,-23.45,27.16,3.71
180,13,180.521,540.14,285.85,229.6,-25.2,28.97,3.77
180,14,180.562,353.74,190.33,209.72,-25.54,29.35,3.81
180,15,180.604,264.99,120.24,200.28,-22.04,25.89,3.85
180,16,180.646,177.79,65.66,150.1,-18.91,22.78,3.87
180,17,180.688,101.7,28.37,55.34,-8.55,12.43,3.88
180,18,180.729,111.5,35.43,91.05,-12.76,16.65,3.89
180,19,180.771,57.98,18.84,58.99,-11.53,15.43,3.9
180,20,180.812,-16.41,-1.66,5.29,-1.54,5.43,3.9
180,21,180.854,-68.06,-14.31,7.17,3.86,0,3.86
180,22,180.896,-55.84,-24.75,6.11,3.8,0,3.8
180,23,180.938,-31.23,-33.57,-1.51,4.64,-0.87,3.76
180,24,180.979,-40.96,-31.71,-0.64,4.12,-0.37,3.74
181,1,181.021,-56.05,-39.22,-0.91,3.72,0,3.72
181,2,181.062,-54.59,-40.3,-0.63,3.68,0,3.68
181,3,181.104,-76.9,-45,-4.11,3.65,0,3.65
181,4,181.146,-80.75,-60.8,-3.5,2.51,1.1,3.61
181,5,181.188,-64.26,-59.36,1.05,1.6,1.97,3.58
181,6,181.229,23.68,-23.88,28.46,-7.28,10.83,3.55
181,7,181.271,143.35,58.16,58.85,-13.2,16.75,3.55
181,8,181.312,283.55,158.36,138.8,-20.38,23.95,3.58
181,9,181.354,396.93,197.32,144.27,-21.4,25.04,3.63
181,10,181.396,483.96,260.07,230.89,-28,31.72,3.73
181,11,181.438,560.89,304.92,239.11,-29.01,32.83,3.82
181,12,181.479,538.05,225.93,201.58,-23.88,27.8,3.92
181,13,181.521,641.01,402.65,283.58,-28.41,32.44,4.03
181,14,181.562,511.64,274.54,252.17,-22.13,26.26,4.13
181,15,181.604,464.22,238.12,218.15,-18.72,22.92,4.2
181,16,181.646,339.19,152.19,183.01,-17.48,21.71,4.23
181,17,181.688,202.87,79.88,161.14,-15.72,19.97,4.26
181,18,181.729,96.67,1.76,111.52,-13.46,17.72,4.26
181,19,181.771,28.49,-27.07,58.22,-5.96,10.22,4.26
181,20,181.812,-34.29,-45.2,30.45,1.68,2.56,4.24
181,21,181.854,-60.74,-37.75,10,4.21,0,4.21
181,22,181.896,-64.55,-38.03,5.39,4.17,0,4.17
181,23,181.938,-55.71,-37.53,2.4,4.14,0,4.14
181,24,181.979,-42.9,-14.08,0.25,4.1,0,4.1
182,1,182.021,-43.61,-38.92,0.8,4.05,0,4.05
182,2,182.062,-52.64,-36.32,2.5,5.1,-1.07,4.02
182,3,182.104,-64.34,-29.18,0.73,4,0,4
182,4,182.146,-66.3,-42.08,0.88,3.96,0,3.96
182,5,182.188,-41.97,-43.1,4.42,0.78,3.14,3.92
182,6,182.229,-3.55,-28.73,10.78,-3.69,7.6,3.91
182,7,182.271,19.34,-28.82,26.94,-2.96,6.87,3.9
182,8,182.312,33.41,-24.74,34.82,-3.95,7.85,3.9
182,9,182.354,35.25,-45.21,38.66,-3.1,7.01,3.91
182,10,182.396,113.56,-53.89,46.18,-11.94,15.85,3.91
182,11,182.438,253.1,14.71,105.3,-21.42,25.37,3.94
182,12,182.479,174.31,-54.81,83.68,-16.12,20.11,3.98
182,13,182.521,139.81,-41.39,75.04,-12.92,16.92,4.01
182,14,182.562,218.59,-74.06,171.48,-20.24,24.25,4.02
182,15,182.604,196.97,-66.82,169.41,-17.79,21.83,4.04
182,16,182.646,169.29,12.98,106.54,-16.74,20.8,4.05
182,17,182.688,117.21,-18.18,111.08,-12.97,17.05,4.08
182,18,182.729,46.87,-21.93,50.91,-4.1,8.2,4.1
182,19,182.771,8.31,-18.8,23.59,-0.99,5.1,4.11
182,20,182.812,-12.58,-46.4,12.48,3.97,0.13,4.1
182,21,182.854,-12.76,-59.2,-3.76,4.06,0,4.06
182,22,182.896,-12.62,-34.62,-2.31,4.01,0,4.01
182,23,182.938,-13.74,-66.27,-9.9,2.28,1.69,3.98
182,24,182.979,-19.11,-121.62,-10.09,4.61,-0.66,3.95
183,1,183.021,-17.53,-102.15,-19.1,2.05,1.87,3.92
183,2,183.062,-24.17,-86.8,-14.94,4.42,-0.53,3.89
183,3,183.104,-24.13,-88.48,-19.29,3.88,-0.01,3.87
183,4,183.146,-5.17,-49.11,-3.34,3.96,-0.11,3.85
183,5,183.188,-3.59,-41.98,-7.15,4.64,-0.81,3.83
183,6,183.229,1.06,-57.46,-13.55,2.45,1.37,3.82
183,7,183.271,10.54,-38.16,-8.4,0.13,3.69,3.82
183,8,183.312,32.77,-15.62,5.93,-0.79,4.61,3.82
183,9,183.354,148.68,61.14,79.41,-15.95,19.79,3.84
183,10,183.396,93.11,-9.78,33.27,-7.67,11.55,3.88
183,11,183.438,280.07,66.81,99.24,-22.6,26.5,3.91
183,12,183.479,381.19,134.22,183.13,-27.96,31.94,3.98
183,13,183.521,350.71,115.47,185.89,-26.06,30.12,4.06
183,14,183.562,196.15,58.05,137.99,-21.08,25.17,4.09
183,15,183.604,95.24,40.69,-5.06,-7.55,11.58,4.02
183,16,183.646,228.49,6.85,132.64,-22.97,26.95,3.98
183,17,183.688,230.42,45,140.44,-15.88,19.86,3.98
183,18,183.729,121.49,17.11,103.95,-11.2,15.18,3.98
183,19,183.771,32.42,-31.58,92.15,-6.54,10.51,3.97
183,20,183.812,-18.29,-42.12,15.91,2.53,1.42,3.95
183,21,183.854,-54.6,-69.08,19.12,3.4,0.51,3.91
183,22,183.896,-81.65,-60.53,-2.71,2.68,1.19,3.87
183,23,183.938,-60.73,-48.38,-1.64,3.95,-0.13,3.82
183,24,183.979,-41.12,-41.04,-1.37,3.67,0.12,3.79
184,1,184.021,-37.78,-38.42,-0.38,3.36,0.39,3.76
184,2,184.062,-24.85,-38.93,-0.34,3.17,0.57,3.74
184,3,184.104,-25.99,-34.33,1.24,3.53,0.2,3.73
184,4,184.146,-28.36,-32.97,-0.55,4.3,-0.58,3.72
184,5,184.188,-24.09,-36.15,3.08,1.6,2.1,3.7
184,6,184.229,-3.24,-25.72,5.23,0.94,2.75,3.69
184,7,184.271,62.64,3.03,28.39,-7.94,11.64,3.7
184,8,184.312,219.25,80.45,100.68,-21.9,25.64,3.74
184,9,184.354,386.06,180.44,185.56,-25.5,29.3,3.81
184,10,184.396,337.26,145.42,131.39,-24.76,28.64,3.88
184,11,184.438,321.92,-9999,-9999,-24.68,28.62,3.94
184,12,184.479,303.28,-9999,-9999,-20.01,24.01,4
184,13,184.521,291.85,76.61,138.61,-21.86,25.93,4.07
184,14,184.562,223.33,-9999,-9999,-19.31,23.43,4.12
184,15,184.604,136.96,-21.01,108.44,-11.78,15.91,4.13
184,16,184.646,97.81,-72.55,130.01,-9.73,13.86,4.13
184,17,184.688,76.06,-36.38,88.01,-7.28,11.4,4.12
184,18,184.729,55.14,-42.63,75.46,-3.16,7.28,4.12
184,19,184.771,25.59,-80.52,66.66,-4.56,8.67,4.11
184,20,184.812,-17.46,-58.6,31.99,-0.66,4.75,4.09
184,21,184.854,-47.61,-76.59,11.85,4.62,-0.55,4.08
184,22,184.896,-52.52,-61.43,-0.11,5.16,-1.1,4.06
184,23,184.938,-23.02,-29.29,1.72,3.2,0.86,4.06
184,24,184.979,-17.9,-25.65,2.71,4.05,0,4.05
185,1,185.021,-30.57,-40.96,0.14,4.58,-0.53,4.04
185,2,185.062,-23.05,-27.82,0.49,3.34,0.69,4.04
185,3,185.104,-34.45,-39.4,13.96,4.12,-0.1,4.02
185,4,185.146,-8.26,-79.95,1.09,4.75,-0.78,3.97
185,5,185.188,-4.37,-60.82,-9.28,3.26,0.66,3.91
185,6,185.229,4.65,-46.03,-1.09,3.03,0.84,3.86
185,7,185.271,45.92,-28.79,21.82,-4.32,8.14,3.82
185,8,185.312,14.12,-35.62,11.88,1.12,2.67,3.79
185,9,185.354,9.66,-25.06,6.67,-0.88,4.63,3.75
185,10,185.396,34.5,-6.78,22.42,-5.2,8.93,3.73
185,11,185.438,58.42,-5.51,27.75,-7.16,10.87,3.71
185,12,185.479,86.62,-39.86,36.95,-9.41,13.1,3.69
185,13,185.521,167.03,12.93,66.84,-14.93,18.6,3.67
185,14,185.562,429.58,197.93,183.91,-29.98,33.69,3.71
185,15,185.604,137.97,41.57,113.32,-10.62,14.41,3.79
185,16,185.646,215.54,94.33,174.29,-19.61,23.43,3.82
185,17,185.688,64.21,-29.65,60.32,-5.63,9.45,3.82
185,18,185.729,109.99,-7.32,76.84,-10.94,14.77,3.83
185,19,185.771,26.52,-26.71,79.7,-10.62,14.44,3.83
185,20,185.812,-43.32,-61.46,26.71,-1.42,5.23,3.82
185,21,185.854,-82.33,-54.6,2.03,3.39,0.41,3.8
185,22,185.896,-82.62,-69.97,-4.68,3.16,0.6,3.77
185,23,185.938,-78.31,-57.09,-5.78,3.58,0.15,3.74
185,24,185.979,-68.61,-47.6,-5.19,3.7,0,3.7
186,1,186.021,-56.99,-31.72,-1.86,3.67,0,3.67
186,2,186.062,-65.26,-38.45,-5.02,3.64,0,3.64
186,3,186.104,-28.35,-27.34,-0.6,3.61,0,3.61
186,4,186.146,-41.61,-25.66,-3.25,3.59,0,3.59
186,5,186.188,-44.81,-38.4,-7.28,1.68,1.89,3.57
186,6,186.229,-30.39,-34.26,-6.08,-0.46,4.01,3.56
186,7,186.271,140.27,49.05,51.45,-15.21,18.76,3.55
186,8,186.312,296.4,132.15,112.47,-19.92,23.51,3.59
186,9,186.354,386.68,182.94,177.35,-24.45,28.11,3.66
186,10,186.396,522.93,218.21,220.3,-22.8,26.56,3.76
186,11,186.438,519.72,249.63,230,-27.24,31.08,3.84
186,12,186.479,550.31,304.17,267.57,-28.01,31.94,3.93
186,13,186.521,412.72,167.83,203.24,-19.76,23.78,4.02
186,14,186.562,550.94,259.19,243.01,-28.39,32.48,4.09
186,15,186.604,302.14,99.08,162.53,-19.26,23.39,4.13
186,16,186.646,264.47,96.78,183.61,-19,23.16,4.16
186,17,186.688,185.03,48.16,126.95,-16.9,21.08,4.18
186,18,186.729,116.73,27.03,106.42,-12.24,16.42,4.18
186,19,186.771,62.25,4.19,31.28,-5.9,10.08,4.18
186,20,186.812,-22.44,-2.44,11.64,2.17,2,4.17
186,21,186.854,-70.35,-11.16,4.93,4.13,0,4.13
186,22,186.896,-78.4,-14.31,2.99,4.09,0,4.09
186,23,186.938,-87.66,-41.39,3.14,4.05,0,4.05
186,24,186.979,-83,-53.51,13.11,4.01,0,4.01
187,1,187.021,-70.99,-49.29,10.98,3.99,0,3.99
187,2,187.062,-35.91,-37.58,9.31,3.97,0,3.97
187,3,187.104,-36.02,-12.43,3.06,3.97,0,3.97
187,4,187.146,-26.1,-14.98,15.03,3.94,0,3.94
187,5,187.188,-16.18,-34.38,16.71,5.22,-1.3,3.91
187,6,187.229,5.68,-18.72,13.97,6.71,-2.82,3.89
187,7,187.271,84.6,17.14,25.13,-5.24,9.11,3.87
187,8,187.312,272.31,111.37,87.83,-18.23,22.1,3.88
187,9,187.354,329.6,157.22,141.26,-26.28,30.19,3.92
187,10,187.396,296.88,113.16,125.7,-23.43,27.4,3.97
187,11,187.438,390,169.96,145.62,-22.32,26.33,4.02
187,12,187.479,306.52,143.46,207.03,-24.76,28.85,4.08
187,13,187.521,327.23,145.52,163.84,-25.15,29.27,4.12
187,14,187.562,350.28,158.67,154.69,-17.79,21.94,4.15
187,15,187.604,266.22,113.19,173.31,-24.33,28.52,4.19
187,16,187.646,202.69,71.01,130.76,-17.77,21.98,4.2
187,17,187.688,132.62,39.42,77.39,-9.82,14.01,4.19
187,18,187.729,101.24,30.14,68.34,-10.73,14.92,4.19
187,19,187.771,22.03,1.47,23.52,0.48,3.69,4.17
187,20,187.812,-40.78,-5.98,22.24,-3.97,8.12,4.15
187,21,187.854,-62.37,-18.76,2.33,4.11,0,4.11
187,22,187.896,-70.61,-30.88,1.93,4.05,0,4.05
187,23,187.938,-29.54,-28.61,-0.97,4.01,0,4.01
187,24,187.979,-26.55,-20.11,-1.16,3.99,0,3.99
188,1,188.021,-35.24,-29.67,-3.64,4.02,-0.04,3.97
188,2,188.062,-75.18,-39.65,-10.75,3.95,0,3.95
188,3,188.104,-74.01,-51.62,-12.92,5.82,-1.92,3.91
188,4,188.146,-73.53,-56.3,-8.31,5.8,-1.92,3.87
188,5,188.188,-43.57,-35.96,-3.29,2.15,1.69,3.84
188,6,188.229,4.55,-1.83,1.69,-1.12,4.95,3.83
188,7,188.271,97,32.33,26.35,-12.42,16.25,3.83
188,8,188.312,181.02,96.55,66.33,-19.93,23.79,3.86
188,9,188.354,228.99,96.81,88.48,-22.63,26.53,3.9
188,10,188.396,403.42,179.52,162.65,-31,34.96,3.96
188,11,188.438,239.01,95.5,113.01,-19.49,23.52,4.03
188,12,188.479,152.37,56.87,88.84,-17.06,21.12,4.06
188,13,188.521,136.08,49.35,79.67,-15.56,19.64,4.08
188,14,188.562,238.07,75.81,107.3,-21.08,25.18,4.1
188,15,188.604,340.9,147.83,168.29,-27.2,31.36,4.16
188,16,188.646,157.5,49.39,71.15,-10.15,14.35,4.2
188,17,188.688,48.36,-17.01,39.94,-4.63,8.82,4.19
188,18,188.729,110.18,11.81,69.27,-13.01,17.18,4.17
188,19,188.771,35.36,3.76,25.64,-7.54,11.72,4.18
188,20,188.812,-30.49,-8.07,2.97,2.11,2.06,4.17
188,21,188.854,-59.31,-35.93,3.62,4.15,0,4.15
188,22,188.896,-79.24,-42.04,-2.04,4.12,0,4.12
188,23,188.938,-80.65,-34.93,-0.38,4.09,0,4.09
188,24,188.979,-80.5,-20.97,0.52,4.06,0,4.06
189,1,189.021,-78.06,-19.53,-0.91,4.02,0,4.02
189,2,189.062,-78.46,-29.2,-1.77,3.99,0,3.99
189,3,189.104,-79.22,-38.48,-5.33,3.96,0,3.96
189,4,189.146,-77.74,-34.83,-3.83,3.95,0,3.95
189,5,189.188,-62.3,-28.7,-3.22,-0.24,4.17,3.93
189,6,189.229,18.18,-10.52,10.04,-5.12,9.03,3.92
189,7,189.271,141.7,35.92,68.74,-13.86,17.78,3.93
189,8,189.312,259.13,83.91,136.24,-18.14,22.11,3.97
189,9,189.354,402.05,120.76,156.16,-16.84,20.89,4.05
189,10,189.396,498.99,-9999,-9999,-20.88,25.04,4.16
189,11,189.438,595.65,-9999,-9999,-24.42,28.71,4.29
189,12,189.479,651.14,289.54,318.85,-20.55,24.97,4.42
189,13,189.521,630.42,284.86,342.02,-16.1,20.66,4.56
189,14,189.562,583.03,258.38,307.62,-16.87,21.55,4.68
189,15,189.604,504.87,198.52,310.29,-13.5,18.28,4.78
189,16,189.646,362.57,122.58,211.33,-13.2,18.03,4.83
189,17,189.688,300.08,90.56,200.48,-10,14.86,4.87
189,18,189.729,165.06,32.81,117.2,-5.5,10.4,4.9
189,19,189.771,22.18,-15.53,87.43,-4.74,9.63,4.89
189,20,189.812,-63.03,-25.51,24.08,0.36,4.5,4.86
189,21,189.854,-92.07,-56.65,15.62,4.82,0,4.82
189,22,189.896,-92.12,-45.25,8.38,4.78,0,4.78
189,23,189.938,-91.31,-49.86,7.71,4.73,0,4.73
189,24,189.979,-90.02,-49.29,7.11,4.7,0,4.7
190,1,190.021,-87.89,-13.79,1.43,4.67,0,4.67
190,2,190.062,-85.49,-40.97,3.05,4.64,0,4.64
190,3,190.104,-81.41,-39.69,-0.68,4.61,0,4.61
190,4,190.146,-81.86,-67.68,4.94,4.59,0,4.59
190,5,190.188,-67.76,-29.82,1.56,2.5,2.07,4.57
190,6,190.229,14.19,-23.95,25.68,-9.73,14.27,4.54
190,7,190.271,141.89,24.04,103.09,-9.4,13.95,4.54
190,8,190.312,276.66,76.81,101.53,-17.06,21.63,4.57
190,9,190.354,401.43,103.31,207.34,-23.77,28.39,4.63
190,10,190.396,502.04,167.13,247.6,-25.36,30.09,4.73
190,11,190.438,573.59,172.53,110.37,-24.73,29.6,4.87
190,12,190.479,610.03,-9999,-9999,-19.48,24.52,5.04
190,13,190.521,605.83,-9999,-9999,-26.72,31.92,5.2
190,14,190.562,569.99,-9999,-9999,-26.34,31.67,5.33
190,15,190.604,499.81,177.28,348.88,-8.79,14.21,5.42
190,16,190.646,369.32,106.37,214.03,-9.84,15.31,5.47
190,17,190.688,79.28,-2.31,83.15,-4.62,10.07,5.45
190,18,190.729,105.66,-10.14,121.83,-7.44,12.84,5.39
190,19,190.771,51.87,-12.11,102.2,-7.04,12.4,5.36
190,20,190.812,-34.83,-24.78,19.79,0.25,5.06,5.31
190,21,190.854,-77.77,-53.46,27.46,5.22,0.03,5.24
190,22,190.896,-50.58,-50.71,35.1,4.64,0.52,5.16
190,23,190.938,-16.76,-157.44,116.85,5.07,0,5.07
190,24,190.979,-10.93,-106.38,53.18,4.99,0,4.99
191,1,191.021,-17.33,-104.08,40.7,5,0,5
191,2,191.062,-14.46,-55.48,28.8,4.89,0,4.89
191,3,191.104,-31.3,-61.64,38.63,4.81,0,4.81
191,4,191.146,-58.24,-138.64,70.25,5.34,-0.61,4.73
191,5,191.188,-62.91,-119.06,102.55,3.07,1.61,4.67
191,6,191.229,-32.29,-18.67,-3.2,1.26,3.37,4.63
191,7,191.271,138.47,23.52,46.1,-13.04,17.63,4.59
191,8,191.312,272.33,75.78,137.32,-18.86,23.47,4.61
191,9,191.354,384.58,115.59,187.15,-20.93,25.6,4.68
191,10,191.396,492.33,176.74,212.37,-12.66,17.43,4.77
191,11,191.438,432.43,145.66,284.09,-31.85,36.74,4.89
191,12,191.479,290.13,54.6,156.72,-18.8,23.78,4.98
191,13,191.521,285.68,49.79,178.67,-19.54,24.59,5.05
191,14,191.562,95.31,0.04,86.66,-11.29,16.35,5.06
191,15,191.604,148.06,12.91,73.61,-11.86,16.9,5.04
191,16,191.646,78.26,-154.46,129.93,-6.52,11.79,5.27
191,17,191.688,36.3,-104.72,30.91,-2.68,8.37,5.69
191,18,191.729,26.11,-30.1,12.88,-0.68,6.29,5.61
191,19,191.771,45.76,-19.71,2.11,-2.31,7.82,5.51
191,20,191.812,6.63,-37.12,0.31,2.94,2.43,5.38
191,21,191.854,-5.75,-23.93,-3.62,3.5,1.76,5.26
191,22,191.896,-3.11,-14.54,-1.06,3.61,1.54,5.15
191,23,191.938,-4.46,-6.52,0.57,5.06,0,5.06
191,24,191.979,-8.05,-22.44,-4.08,3.72,1.25,4.97
192,1,192.021,-5.32,-13.25,-2.74,5.42,-0.56,4.86
192,2,192.062,-11.64,-14.7,-1.67,7.37,-2.61,4.76
192,3,192.104,-61.58,-33.37,-13.49,4.27,0.39,4.66
192,4,192.146,-56.7,-53,-14.36,3.22,1.34,4.56
192,5,192.188,-40.27,-47.49,-9.46,1.35,3.13,4.48
192,6,192.229,37.32,-27.86,20.68,-5.24,9.69,4.44
192,7,192.271,122.39,28.13,52.03,-12.24,16.67,4.43
192,8,192.312,240.54,104.21,88.53,-15.14,19.59,4.46
192,9,192.354,383.3,191.43,167.6,-23.12,27.62,4.5
192,10,192.396,454.25,234.89,230.08,-29.11,33.69,4.58
192,11,192.438,529.11,267.22,310.99,-30.02,34.68,4.66
192,12,192.479,355.37,158.83,219.33,-18.92,23.65,4.73
192,13,192.521,108.87,-2.85,42.66,-11.19,15.95,4.77
192,14,192.562,323.79,24.21,209.13,-18.45,23.3,4.84
192,15,192.604,387.8,72.7,222.47,-21.44,26.3,4.86
192,16,192.646,292.42,78.78,237.94,-18.78,23.67,4.89
192,17,192.688,235.94,63.41,157.46,-16.79,21.69,4.9
192,18,192.729,107.86,21.06,79.24,-9.96,14.86,4.9
192,19,192.771,1.14,-10.17,15.7,-1.83,6.68,4.85
192,20,192.812,-54.14,-4.54,5.89,1.69,3.1,4.79
192,21,192.854,-83.91,0.01,-0.72,4.72,0,4.72
192,22,192.896,-86.27,0,-0.04,4.64,0,4.64
192,23,192.938,-75.92,0.84,1.44,4.57,0,4.57
192,24,192.979,-66.24,-1.52,1.77,4.53,0,4.53
193,1,193.021,-67,-0.98,-1.25,4.5,0,4.5
193,2,193.062,-57.4,1.82,1.72,4.49,0,4.49
193,3,193.104,-64.06,9.93,-37.44,4.45,0,4.45
193,4,193.146,-70.06,11.56,-29.57,4.4,0,4.4
193,5,193.188,-65.02,-0.51,-0.5,0.45,3.89,4.35
193,6,193.229,18.14,-6.78,14.11,-7.58,11.89,4.31
193,7,193.271,114.16,28.86,39.78,-9.44,13.77,4.33
193,8,193.312,244.87,122.75,90.61,-22.02,26.38,4.36
193,9,193.354,300.95,165.84,115.11,-26.49,30.92,4.43
193,10,193.396,329.54,103.67,91.08,-21.2,25.7,4.5
193,11,193.438,457.51,169.14,180.41,-27.44,32.02,4.59
193,12,193.479,341.5,80.88,156.97,-16.3,20.99,4.69
193,13,193.521,115.13,10.84,66.91,-11.36,16.09,4.73
193,14,193.562,230.59,43.91,134.11,-18.01,22.75,4.75
193,15,193.604,456.09,131.27,235.36,-23.56,28.37,4.81
193,16,193.646,360.93,79.14,180.22,-18.63,23.5,4.87
193,17,193.688,219.99,33.14,119.56,-14.43,19.34,4.9
193,18,193.729,84.36,-4.69,60.09,-5.95,10.85,4.9
193,19,193.771,73.89,-1.44,63.63,-9.86,14.75,4.89
193,20,193.812,-4.46,-25.82,38.91,0.73,4.15,4.88
193,21,193.854,-40.38,-19.29,13.86,4.86,0,4.86
193,22,193.896,-44.42,-19.96,11.01,4.82,0,4.82
193,23,193.938,-47.61,-36.7,7.56,4.78,0,4.78
193,24,193.979,-43.3,-14.38,1.41,4.73,0,4.73
194,1,194.021,-74.21,-3.3,0.43,4.68,0,4.68
194,2,194.062,-74.44,-5.44,0.37,4.61,0,4.61
194,3,194.104,-70.6,-26.3,1.45,4.54,0,4.54
194,4,194.146,-68.62,-26.13,1.01,4.48,0,4.48
194,5,194.188,-46.38,-34.14,3.31,1.52,2.91,4.42
194,6,194.229,-11.53,-19.15,5.99,-2.18,6.55,4.38
194,7,194.271,38.97,-16.89,20.81,-6.11,10.47,4.36
194,8,194.312,103.63,11.09,44.94,-11.18,15.53,4.36
194,9,194.354,363.9,153.55,138.83,-26.89,31.28,4.39
194,10,194.396,424.72,159.18,199.96,-25.59,30.04,4.45
194,11,194.438,578.17,221.71,324.87,-35.6,40.15,4.55
194,12,194.479,564.83,204.59,261.11,-30.69,35.35,4.66
194,13,194.521,472.05,168.08,249.3,-27.28,32.05,4.77
194,14,194.562,138.5,39.95,61.82,-9.04,13.81,4.77
