DOY,hour,DateTime,Rn [W/m2],H [W/m2],LE [W/m2],NEE [umol/m2s],GPP [umol/m2s],RE [umol/m2s]
1,1,1.021,-9999,-9999,-9999,1.18,0,1.18
1,2,1.062,-9999,-9999,-9999,1.18,0,1.18
1,3,1.104,-9999,-9999,-9999,1.18,0,1.18
1,4,1.146,-9999,-9999,-9999,1.18,0,1.18
1,5,1.188,-9999,-9999,-9999,1.18,0,1.18
1,6,1.229,-9999,-9999,-9999,1.18,0,1.18
1,7,1.271,-9999,-9999,-9999,1.18,0,1.18
1,8,1.312,-9999,-9999,-9999,1.18,0,1.18
1,9,1.354,-9999,-9999,-9999,1.18,0,1.18
1,10,1.396,-9999,-9999,-9999,1.18,0,1.18
1,11,1.438,-9999,-9999,-9999,1.18,0,1.18
1,12,1.479,-9999,-9999,-9999,1.18,0,1.18
1,13,1.521,-9999,-9999,-9999,1.18,0,1.18
1,14,1.562,-9999,-9999,-9999,1.18,0,1.18
1,15,1.604,-9999,-9999,-9999,1.18,0,1.18
1,16,1.646,-9999,-9999,-9999,1.18,0,1.18
1,17,1.688,-9999,-9999,-9999,1.18,0,1.18
1,18,1.729,-9999,-9999,-9999,1.18,0,1.18
1,19,1.771,-9999,-9999,-9999,1.18,0,1.18
1,20,1.812,-9999,-9999,-9999,1.18,0,1.18
1,21,1.854,-9999,-9999,-9999,1.18,0,1.18
1,22,1.896,-9999,-9999,-9999,1.18,0,1.18
1,23,1.938,-9999,-9999,-9999,1.18,0,1.18
1,24,1.979,-9999,-9999,-9999,1.18,0,1.18
2,1,2.021,-9999,-9999,-9999,1.18,0,1.18
2,2,2.062,-9999,-9999,-9999,1.18,0,1.18
2,3,2.104,-9999,-9999,-9999,1.18,0,1.18
2,4,2.146,-9999,-9999,-9999,1.18,0,1.18
2,5,2.188,-9999,-9999,-9999,1.18,0,1.18
2,6,2.229,-9999,-9999,-9999,1.18,0,1.18
2,7,2.271,-9999,-9999,-9999,1.18,0,1.18
2,8,2.312,-9999,-9999,-9999,1.18,0,1.18
2,9,2.354,-9999,-9999,-9999,1.18,0,1.18
2,10,2.396,-9999,-9999,-9999,1.18,0,1.18
2,11,2.438,-9999,-9999,-9999,1.17,0,1.17
2,12,2.479,-9999,-9999,-9999,1.17,0,1.17
2,13,2.521,-9999,-9999,-9999,1.17,0,1.17
2,14,2.562,-9999,-9999,-9999,1.17,0,1.17
2,15,2.604,-9999,-9999,-9999,1.17,0,1.17
2,16,2.646,-9999,-9999,-9999,1.17,0,1.17
2,17,2.688,-9999,-9999,-9999,1.18,0,1.18
2,18,2.729,-9999,-9999,-9999,1.17,0,1.17
2,19,2.771,-9999,-9999,-9999,1.17,0,1.17
2,20,2.812,-9999,-9999,-9999,1.17,0,1.17
2,21,2.854,-9999,-9999,-9999,1.17,0,1.17
2,22,2.896,-9999,-9999,-9999,1.17,0,1.17
2,23,2.938,-9999,-9999,-9999,1.17,0,1.17
2,24,2.979,-9999,-9999,-9999,1.17,0,1.17
3,1,3.021,-9999,-9999,-9999,1.17,0,1.17
3,2,3.062,-9999,-9999,-9999,1.17,0,1.17
3,3,3.104,-9999,-9999,-9999,1.17,0,1.17
3,4,3.146,-9999,-9999,-9999,1.17,0,1.17
3,5,3.188,-9999,-9999,-9999,1.17,0,1.17
3,6,3.229,-9999,-9999,-9999,1.17,0,1.17
3,7,3.271,-9999,-9999,-9999,1.17,0,1.17
3,8,3.312,-9999,-9999,-9999,1.17,0,1.17
3,9,3.354,-9999,-9999,-9999,1.17,0,1.17
3,10,3.396,-9999,-9999,-9999,1.17,0,1.17
3,11,3.438,-9999,-9999,-9999,1.17,0,1.17
3,12,3.479,-9999,-9999,-9999,1.17,0,1.17
3,13,3.521,-9999,-9999,-9999,1.17,0,1.17
3,14,3.562,-9999,-9999,-9999,1.17,0,1.17
3,15,3.604,-9999,-9999,-9999,1.17,0,1.17
3,16,3.646,-9999,-9999,-9999,1.17,0,1.17
3,17,3.688,-9999,-9999,-9999,1.17,0,1.17
3,18,3.729,-9999,-9999,-9999,1.17,0,1.17
3,19,3.771,-9999,-9999,-9999,1.17,0,1.17
3,20,3.812,-9999,-9999,-9999,1.17,0,1.17
3,21,3.854,-9999,-9999,-9999,1.17,0,1.17
3,22,3.896,-9999,-9999,-9999,1.17,0,1.17
3,23,3.938,-9999,-9999,-9999,1.17,0,1.17
3,24,3.979,-9999,-9999,-9999,1.17,0,1.17
4,1,4.021,-9999,-9999,-9999,1.17,0,1.17
4,2,4.062,-9999,-9999,-9999,1.17,0,1.17
4,3,4.104,-9999,-9999,-9999,1.17,0,1.17
4,4,4.146,-9999,-9999,-9999,1.16,0,1.16
4,5,4.188,-9999,-9999,-9999,1.16,0,1.16
4,6,4.229,-9999,-9999,-9999,1.16,0,1.16
4,7,4.271,-9999,-9999,-9999,1.16,0,1.16
4,8,4.312,-9999,-9999,-9999,1.17,0,1.17
4,9,4.354,-9999,-9999,-9999,1.16,0,1.16
4,10,4.396,-9999,-9999,-9999,1.16,0,1.16
4,11,4.438,-9999,-9999,-9999,1.16,0,1.16
4,12,4.479,-9999,-9999,-9999,1.16,0,1.16
4,13,4.521,-9999,-9999,-9999,1.16,0,1.16
4,14,4.562,-9999,-9999,-9999,1.16,0,1.16
4,15,4.604,-9999,-9999,-9999,1.16,0,1.16
4,16,4.646,-9999,-9999,-9999,1.16,0,1.16
4,17,4.688,-9999,-9999,-9999,1.16,0,1.16
4,18,4.729,-9999,-9999,-9999,1.16,0,1.16
4,19,4.771,-9999,-9999,-9999,1.16,0,1.16
4,20,4.812,-9999,-9999,-9999,1.16,0,1.16
4,21,4.854,-9999,-9999,-9999,1.16,0,1.16
4,22,4.896,-9999,-9999,-9999,1.15,0,1.15
4,23,4.938,-9999,-9999,-9999,1.15,0,1.15
4,24,4.979,-9999,-9999,-9999,1.15,0,1.15
5,1,5.021,-9999,-9999,-9999,1.15,0,1.15
5,2,5.062,-9999,-9999,-9999,1.15,0,1.15
5,3,5.104,-9999,-9999,-9999,1.15,0,1.15
5,4,5.146,-9999,-9999,-9999,1.15,0,1.15
5,5,5.188,-9999,-9999,-9999,1.15,0,1.15
5,6,5.229,-9999,-9999,-9999,1.15,0,1.15
5,7,5.271,-9999,-9999,-9999,1.15,0,1.15
5,8,5.312,-9999,-9999,-9999,1.15,0,1.15
5,9,5.354,-9999,-9999,-9999,1.15,0,1.15
5,10,5.396,-9999,-9999,-9999,1.14,0,1.14
5,11,5.438,-9999,-9999,-9999,1.14,0,1.14
5,12,5.479,-9999,-9999,-9999,1.14,0,1.14
5,13,5.521,-9999,-9999,-9999,1.14,0,1.14
5,14,5.562,-9999,-9999,-9999,1.14,0,1.14
5,15,5.604,-9999,-9999,-9999,1.14,0,1.14
5,16,5.646,-9999,-9999,-9999,1.14,0,1.14
5,17,5.688,-9999,-9999,-9999,1.14,0,1.14
5,18,5.729,-9999,-9999,-9999,1.13,0,1.13
5,19,5.771,-9999,-9999,-9999,1.13,0,1.13
5,20,5.812,-9999,-9999,-9999,1.13,0,1.13
5,21,5.854,-9999,-9999,-9999,1.14,0,1.14
5,22,5.896,-9999,-9999,-9999,1.13,0,1.13
5,23,5.938,-9999,-9999,-9999,1.14,0,1.14
5,24,5.979,-9999,-9999,-9999,1.13,0,1.13
6,1,6.021,-9999,-9999,-9999,1.13,0,1.13
6,2,6.062,-9999,-9999,-9999,1.13,0,1.13
6,3,6.104,-9999,-9999,-9999,1.13,0,1.13
6,4,6.146,-9999,-9999,-9999,1.14,0,1.14
6,5,6.188,-9999,-9999,-9999,1.13,0,1.13
6,6,6.229,-9999,-9999,-9999,1.13,0,1.13
6,7,6.271,-9999,-9999,-9999,1.13,0,1.13
6,8,6.312,-9999,-9999,-9999,1.13,0,1.13
6,9,6.354,-9999,-9999,-9999,1.13,0,1.13
6,10,6.396,-9999,-9999,-9999,1.13,0,1.13
6,11,6.438,-9999,-9999,-9999,1.13,0,1.13
6,12,6.479,-9999,-9999,-9999,1.13,0,1.13
6,13,6.521,-9999,-9999,-9999,1.13,0,1.13
6,14,6.562,-9999,-9999,-9999,1.13,0,1.13
6,15,6.604,-9999,-9999,-9999,1.13,0,1.13
6,16,6.646,-9999,-9999,-9999,1.13,0,1.13
6,17,6.688,-9999,-9999,-9999,1.13,0,1.13
6,18,6.729,-9999,-9999,-9999,1.13,0,1.13
6,19,6.771,-9999,-9999,-9999,1.13,0,1.13
6,20,6.812,-9999,-9999,-9999,1.13,0,1.13
6,21,6.854,-9999,-9999,-9999,1.13,0,1.13
6,22,6.896,-9999,-9999,-9999,1.13,0,1.13
6,23,6.938,-9999,-9999,-9999,1.13,0,1.13
6,24,6.979,-9999,-9999,-9999,1.13,0,1.13
7,1,7.021,-9999,-9999,-9999,1.13,0,1.13
7,2,7.062,-9999,-9999,-9999,1.13,0,1.13
7,3,7.104,-9999,-9999,-9999,1.13,0,1.13
7,4,7.146,-9999,-9999,-9999,1.13,0,1.13
7,5,7.188,-9999,-9999,-9999,1.13,0,1.13
7,6,7.229,-9999,-9999,-9999,1.13,0,1.13
7,7,7.271,-9999,-9999,-9999,1.13,0,1.13
7,8,7.312,-9999,-9999,-9999,1.13,0,1.13
7,9,7.354,-9999,-9999,-9999,1.13,0,1.13
7,10,7.396,-9999,-9999,-9999,1.13,0,1.13
7,11,7.438,-9999,-9999,-9999,1.13,0,1.13
7,12,7.479,-9999,-9999,-9999,1.13,0,1.13
7,13,7.521,-9999,-9999,-9999,1.13,0,1.13
7,14,7.562,-9999,-9999,-9999,1.13,0,1.13
7,15,7.604,-9999,-9999,-9999,1.13,0,1.13
7,16,7.646,-9999,-9999,-9999,1.13,0,1.13
7,17,7.688,-9999,-9999,-9999,1.13,0,1.13
7,18,7.729,-9999,-9999,-9999,1.13,0,1.13
7,19,7.771,-9999,-9999,-9999,1.13,0,1.13
7,20,7.812,-9999,-9999,-9999,1.13,0,1.13
7,21,7.854,-9999,-9999,-9999,1.13,0,1.13
7,22,7.896,-9999,-9999,-9999,1.13,0,1.13
7,23,7.938,-9999,-9999,-9999,1.13,0,1.13
7,24,7.979,-9999,-9999,-9999,1.13,0,1.13
8,1,8.021,-9999,-9999,-9999,1.13,0,1.13
8,2,8.062,-9999,-9999,-9999,1.13,0,1.13
8,3,8.104,-9999,-9999,-9999,1.13,0,1.13
8,4,8.146,-9999,-9999,-9999,1.13,0,1.13
8,5,8.188,-9999,-9999,-9999,1.14,0,1.14
8,6,8.229,-9999,-9999,-9999,1.13,0,1.13
8,7,8.271,-9999,-9999,-9999,1.14,0,1.14
8,8,8.312,-9999,-9999,-9999,1.14,0,1.14
8,9,8.354,-9999,-9999,-9999,1.14,0,1.14
8,10,8.396,-9999,-9999,-9999,1.14,0,1.14
8,11,8.438,-9999,-9999,-9999,1.14,0,1.14
8,12,8.479,-9999,-9999,-9999,1.14,0,1.14
8,13,8.521,-9999,-9999,-9999,1.14,0,1.14
8,14,8.562,-9999,-9999,-9999,1.14,0,1.14
8,15,8.604,-9999,-9999,-9999,1.14,0,1.14
8,16,8.646,-9999,-9999,-9999,1.14,0,1.14
8,17,8.688,-9999,-9999,-9999,1.14,0,1.14
8,18,8.729,-9999,-9999,-9999,1.14,0,1.14
8,19,8.771,-9999,-9999,-9999,1.14,0,1.14
8,20,8.812,-9999,-9999,-9999,1.14,0,1.14
8,21,8.854,-9999,-9999,-9999,1.14,0,1.14
8,22,8.896,-9999,-9999,-9999,1.14,0,1.14
8,23,8.938,-9999,-9999,-9999,1.14,0,1.14
8,24,8.979,-9999,-9999,-9999,1.14,0,1.14
9,1,9.021,-9999,-9999,-9999,1.14,0,1.14
9,2,9.062,-9999,-9999,-9999,1.14,0,1.14
9,3,9.104,-9999,-9999,-9999,1.14,0,1.14
9,4,9.146,-9999,-9999,-9999,1.14,0,1.14
9,5,9.188,-9999,-9999,-9999,1.14,0,1.14
9,6,9.229,-9999,-9999,-9999,1.14,0,1.14
9,7,9.271,-9999,-9999,-9999,1.14,0,1.14
9,8,9.312,-9999,-9999,-9999,1.14,0,1.14
9,9,9.354,-9999,-9999,-9999,1.14,0,1.14
9,10,9.396,-9999,-9999,-9999,1.14,0,1.14
9,11,9.438,-9999,-9999,-9999,1.14,0,1.14
9,12,9.479,-9999,-9999,-9999,1.14,0,1.14
9,13,9.521,-9999,-9999,-9999,1.14,0,1.14
9,14,9.562,-9999,-9999,-9999,1.14,0,1.14
9,15,9.604,-9999,-9999,-9999,1.14,0,1.14
9,16,9.646,-9999,-9999,-9999,1.14,0,1.14
9,17,9.688,-9999,-9999,-9999,1.14,0,1.14
9,18,9.729,-9999,-9999,-9999,1.14,0,1.14
9,19,9.771,-9999,-9999,-9999,1.14,0,1.14
9,20,9.812,-9999,-9999,-9999,1.14,0,1.14
9,21,9.854,-9999,-9999,-9999,1.14,0,1.14
9,22,9.896,-9999,-9999,-9999,1.14,0,1.14
9,23,9.938,-9999,-9999,-9999,1.14,0,1.14
9,24,9.979,-9999,-9999,-9999,1.14,0,1.14
10,1,10.021,-9999,-9999,-9999,1.14,0,1.14
10,2,10.062,-9999,-9999,-9999,1.14,0,1.14
10,3,10.104,-9999,-9999,-9999,1.14,0,1.14
10,4,10.146,-9999,-9999,-9999,1.14,0,1.14
10,5,10.188,-9999,-9999,-9999,1.14,0,1.14
10,6,10.229,-9999,-9999,-9999,1.14,0,1.14
10,7,10.271,-9999,-9999,-9999,1.14,0,1.14
10,8,10.312,-9999,-9999,-9999,1.14,0,1.14
10,9,10.354,-9999,-9999,-9999,1.14,0,1.14
10,10,10.396,-9999,-9999,-9999,1.14,0,1.14
10,11,10.438,-9999,-9999,-9999,1.13,0,1.13
10,12,10.479,-9999,-9999,-9999,1.14,0,1.14
10,13,10.521,-9999,-9999,-9999,1.14,0,1.14
10,14,10.562,-9999,-9999,-9999,1.14,0,1.14
10,15,10.604,-9999,-9999,-9999,1.14,0,1.14
10,16,10.646,10.33,-9999,-9999,1.12,0,1.12
10,17,10.688,-0.37,-9999,-9999,1.14,0,1.14
10,18,10.729,-2.08,-9999,-9999,1.14,0,1.14
10,19,10.771,-1.72,-9999,-9999,1.14,0,1.14
10,20,10.812,-2.36,-9999,-9999,1.14,0,1.14
10,21,10.854,-1.76,-9999,-9999,1.14,0,1.14
10,22,10.896,-1.44,-9999,-9999,1.14,0,1.14
10,23,10.938,-2.07,-9999,-9999,1.14,0,1.14
10,24,10.979,-2.63,-9999,-9999,1.14,0,1.14
11,1,11.021,-2.35,-9999,-9999,1.14,0,1.14
11,2,11.062,-1.93,-9999,-9999,1.14,0,1.14
11,3,11.104,-0.5,-9999,-9999,1.14,0,1.14
11,4,11.146,-0.27,-9999,-9999,1.14,0,1.14
11,5,11.188,-0.2,-9999,-9999,1.14,0,1.14
11,6,11.229,-0.12,-9999,-9999,1.13,0,1.13
11,7,11.271,-0.01,-9999,-9999,1.14,0,1.14
11,8,11.312,-0.08,-9999,-9999,1.13,0,1.13
11,9,11.354,2.31,-9999,-9999,1.14,0,1.14
11,10,11.396,17.72,-9999,-9999,1.13,0,1.13
11,11,11.438,23.84,-9999,-9999,1.13,0,1.13
11,12,11.479,42.22,-9999,-9999,1.13,0,1.13
11,13,11.521,66.23,-9999,-9999,1.13,0,1.13
11,14,11.562,32.53,-9999,-9999,1.13,0,1.13
11,15,11.604,9.55,-9999,-9999,1.13,0,1.13
11,16,11.646,2.58,-9999,-9999,1.13,0,1.13
11,17,11.688,-0.44,-9999,-9999,1.13,0,1.13
11,18,11.729,-0.22,-9999,-9999,1.13,0,1.13
11,19,11.771,0.4,-9999,-9999,1.13,0,1.13
11,20,11.812,0.41,-9999,-9999,1.13,0,1.13
11,21,11.854,0.41,-9999,-9999,1.13,0,1.13
11,22,11.896,0.15,-9999,-9999,1.13,0,1.13
11,23,11.938,0.06,-9999,-9999,1.13,0,1.13
11,24,11.979,0.16,-9999,-9999,1.13,0,1.13
12,1,12.021,0.21,-9999,-9999,1.13,0,1.13
12,2,12.062,0.23,-9999,-9999,1.13,0,1.13
12,3,12.104,0.18,-9999,-9999,1.13,0,1.13
12,4,12.146,-0.02,-9999,-9999,1.13,0,1.13
12,5,12.188,-0.72,-9999,-9999,1.13,0,1.13
12,6,12.229,-5.15,-9999,-9999,1.13,0,1.13
12,7,12.271,-1.15,-9999,-9999,1.13,0,1.13
12,8,12.312,-0.7,-9999,-9999,1.13,0,1.13
12,9,12.354,2.37,-9999,-9999,1.13,0,1.13
12,10,12.396,12.31,-9999,-9999,1.13,0,1.13
12,11,12.438,26.91,-9999,-9999,1.13,0,1.13
12,12,12.479,34.51,-9999,-9999,1.13,0,1.13
12,13,12.521,43.29,-9999,-9999,1.13,0,1.13
12,14,12.562,35.34,-9999,-9999,1.13,0,1.13
12,15,12.604,27.1,-9999,-9999,1.13,0,1.13
12,16,12.646,13.92,-9999,-9999,1.13,0,1.13
12,17,12.688,1.73,-9999,-9999,1.13,0,1.13
12,18,12.729,-0.02,-9999,-9999,1.13,0,1.13
12,19,12.771,0.17,-9999,-9999,1.13,0,1.13
12,20,12.812,0.03,-9999,-9999,1.13,0,1.13
12,21,12.854,0.64,-9999,-9999,1.13,0,1.13
12,22,12.896,0.62,-9999,-9999,1.13,0,1.13
12,23,12.938,0.86,-9999,-9999,1.13,0,1.13
12,24,12.979,0.75,-9999,-9999,1.13,0,1.13
13,1,13.021,0.62,-9999,-9999,1.13,0,1.13
13,2,13.062,0.86,-9999,-9999,1.13,0,1.13
13,3,13.104,1.03,-9999,-9999,1.13,0,1.13
13,4,13.146,0.82,-9999,-9999,1.13,0,1.13
13,5,13.188,0.8,-9999,-9999,1.13,0,1.13
13,6,13.229,0.77,-9999,-9999,1.13,0,1.13
13,7,13.271,0.53,-9999,-9999,1.13,0,1.13
13,8,13.312,0.32,-9999,-9999,1.13,0,1.13
13,9,13.354,2.5,-9999,-9999,1.13,0,1.13
13,10,13.396,14.35,-9999,-9999,1.13,0,1.13
13,11,13.438,23.19,-9999,-9999,1.13,0,1.13
13,12,13.479,32.02,-9999,-9999,1.13,0,1.13
13,13,13.521,49.96,-9999,-9999,1.13,0,1.13
13,14,13.562,43.87,-9999,-9999,1.13,0,1.13
13,15,13.604,35.36,-9999,-9999,1.13,0,1.13
13,16,13.646,-17.29,-9999,-9999,1.13,0,1.13
13,17,13.688,0.35,-9999,-9999,1.13,0,1.13
13,18,13.729,-4.97,-9999,-9999,1.13,0,1.13
13,19,13.771,-2.15,-9999,-9999,1.13,0,1.13
13,20,13.812,-0.81,-9999,-9999,1.13,0,1.13
13,21,13.854,-1.24,-9999,-9999,1.13,0,1.13
13,22,13.896,-0.47,-9999,-9999,1.13,0,1.13
13,23,13.938,-6.83,-9999,-9999,1.13,0,1.13
13,24,13.979,-8.91,-9999,-9999,1.13,0,1.13
14,1,14.021,-1.44,-9999,-9999,1.13,0,1.13
14,2,14.062,-1.94,-9999,-9999,1.13,0,1.13
14,3,14.104,-4.49,-9999,-9999,1.13,0,1.13
14,4,14.146,-4.55,-9999,-9999,1.13,0,1.13
14,5,14.188,-9.26,-9999,-9999,1.13,0,1.13
14,6,14.229,-3.21,-9999,-9999,1.13,0,1.13
14,7,14.271,-0.51,-9999,-9999,1.13,0,1.13
14,8,14.312,-1.14,-9999,-9999,1.13,0,1.13
14,9,14.354,3.1,-9999,-9999,1.13,0,1.13
14,10,14.396,66.19,-9999,-9999,1.13,0,1.13
14,11,14.438,226.04,-9999,-9999,1.13,0,1.13
14,12,14.479,234.46,-9999,-9999,1.13,0,1.13
14,13,14.521,213.03,-9999,-9999,1.13,0,1.13
14,14,14.562,144.32,-9999,-9999,1.13,0,1.13
14,15,14.604,69.44,-9999,-9999,1.13,0,1.13
14,16,14.646,-5.07,-9999,-9999,1.13,0,1.13
14,17,14.688,-20.51,-9999,-9999,1.13,0,1.13
14,18,14.729,-23.53,-9999,-9999,1.13,0,1.13
14,19,14.771,-21.87,-9999,-9999,1.13,0,1.13
14,20,14.812,-20.89,-9999,-9999,1.13,0,1.13
14,21,14.854,-17.69,-9999,-9999,1.13,0,1.13
14,22,14.896,-15.76,-9999,-9999,1.13,0,1.13
14,23,14.938,-18.69,-9999,-9999,1.13,0,1.13
14,24,14.979,-20.05,-9999,-9999,1.13,0,1.13
15,1,15.021,-14.92,-9999,-9999,1.13,0,1.13
15,2,15.062,-15.16,-9999,-9999,1.13,0,1.13
15,3,15.104,-19.28,-9999,-9999,1.13,0,1.13
15,4,15.146,-19.48,-9999,-9999,1.13,0,1.13
15,5,15.188,-19.15,-9999,-9999,1.13,0,1.13
15,6,15.229,-19,-9999,-9999,1.13,0,1.13
15,7,15.271,-17.66,-9999,-9999,1.13,0,1.13
15,8,15.312,-9.48,-9999,-9999,1.13,0,1.13
15,9,15.354,-3.86,-9999,-9999,1.13,0,1.13
15,10,15.396,48.16,-9999,-9999,1.13,0,1.13
15,11,15.438,217.67,-9999,-9999,1.13,0,1.13
15,12,15.479,276.46,-9999,-9999,1.13,0,1.13
15,13,15.521,286.3,-9999,-9999,1.13,0,1.13
15,14,15.562,220.69,-9999,-9999,1.13,0,1.13
15,15,15.604,97.89,-9999,-9999,1.13,0,1.13
15,16,15.646,16.45,-9999,-9999,1.13,0,1.13
15,17,15.688,-17.74,-9999,-9999,1.13,0,1.13
15,18,15.729,-23.65,-9999,-9999,1.13,0,1.13
15,19,15.771,-22.26,-9999,-9999,1.13,0,1.13
15,20,15.812,-21.73,-9999,-9999,1.13,0,1.13
15,21,15.854,-21.84,-9999,-9999,1.13,0,1.13
15,22,15.896,-21.79,-9999,-9999,1.13,0,1.13
15,23,15.938,-21.36,-9999,-9999,1.13,0,1.13
15,24,15.979,-20.64,-9999,-9999,1.13,0,1.13
16,1,16.021,-19.75,-9999,-9999,1.12,0,1.12
16,2,16.062,-19,-9999,-9999,1.12,0,1.12
16,3,16.104,-18.27,-9999,-9999,1.12,0,1.12
16,4,16.146,-18.45,-9999,-9999,1.12,0,1.12
16,5,16.188,-17.24,-9999,-9999,1.12,0,1.12
16,6,16.229,-11.3,-9999,-9999,1.12,0,1.12
16,7,16.271,-13.76,-9999,-9999,1.12,0,1.12
16,8,16.312,-11.05,-9999,-9999,1.11,0,1.11
16,9,16.354,4.18,-9999,-9999,1.11,0,1.11
16,10,16.396,77.17,-9999,-9999,1.11,0,1.11
16,11,16.438,81.94,-9999,-9999,1.11,0,1.11
16,12,16.479,81.76,-9999,-9999,1.11,0,1.11
16,13,16.521,51.35,-9999,-9999,1.11,0,1.11
16,14,16.562,48.05,-9999,-9999,1.11,0,1.11
16,15,16.604,28.32,-9999,-9999,1.11,0,1.11
16,16,16.646,11.98,-9999,-9999,1.1,0,1.1
16,17,16.688,3.33,-9999,-9999,1.1,0,1.1
16,18,16.729,0.74,-9999,-9999,1.1,0,1.1
16,19,16.771,0.35,-9999,-9999,1.1,0,1.1
16,20,16.812,0.23,-9999,-9999,1.1,0,1.1
16,21,16.854,-0.12,-9999,-9999,1.1,0,1.1
16,22,16.896,-0.23,-9999,-9999,1.1,0,1.1
16,23,16.938,-0.09,-9999,-9999,1.1,0,1.1
16,24,16.979,-0.18,-9999,-9999,1.1,0,1.1
17,1,17.021,-0.06,-9999,-9999,1.1,0,1.1
17,2,17.062,-0.06,-9999,-9999,1.1,0,1.1
17,3,17.104,-1.7,-9999,-9999,1.11,0,1.11
17,4,17.146,-11.47,-9999,-9999,1.11,0,1.11
17,5,17.188,-13.41,-9999,-9999,1.11,0,1.11
17,6,17.229,-0.58,-9999,-9999,1.11,0,1.11
17,7,17.271,-0.96,-9999,-9999,1.11,0,1.11
17,8,17.312,-6.7,-9999,-9999,1.1,0,1.1
17,9,17.354,-0.82,-9999,-9999,1.1,0,1.1
17,10,17.396,18.79,-9999,-9999,1.11,0,1.11
17,11,17.438,52.76,-9999,-9999,1.11,0,1.11
17,12,17.479,49.31,-9999,-9999,1.11,0,1.11
17,13,17.521,45.89,-9999,-9999,1.1,0,1.1
17,14,17.562,38.86,-9999,-9999,1.11,0,1.11
17,15,17.604,21.98,-9999,-9999,1.11,0,1.11
17,16,17.646,6.98,-9999,-9999,1.11,0,1.11
17,17,17.688,-3.58,-9999,-9999,1.11,0,1.11
17,18,17.729,-11.53,-9999,-9999,1.11,0,1.11
17,19,17.771,-8.21,-9999,-9999,1.11,0,1.11
17,20,17.812,-15.59,-9999,-9999,1.11,0,1.11
17,21,17.854,-11.98,-9999,-9999,1.11,0,1.11
17,22,17.896,-5.9,-9999,-9999,1.11,0,1.11
17,23,17.938,-4.28,-9999,-9999,1.11,0,1.11
17,24,17.979,-6.59,-9999,-9999,1.11,0,1.11
18,1,18.021,-3.95,-9999,-9999,1.11,0,1.11
18,2,18.062,-5.2,-9999,-9999,1.11,0,1.11
18,3,18.104,-5.63,-9999,-9999,1.11,0,1.11
18,4,18.146,-2.57,-9999,-9999,1.11,0,1.11
18,5,18.188,-2.62,-9999,-9999,1.11,0,1.11
18,6,18.229,-3.04,-9999,-9999,1.11,0,1.11
18,7,18.271,-3.87,-9999,-9999,1.11,0,1.11
18,8,18.312,-4.02,-9999,-9999,1.11,0,1.11
18,9,18.354,3.61,-9999,-9999,1.11,0,1.11
18,10,18.396,33.43,-9999,-9999,1.11,0,1.11
18,11,18.438,37.34,-9999,-9999,1.11,0,1.11
18,12,18.479,43.58,-9999,-9999,1.11,0,1.11
18,13,18.521,41.81,-9999,-9999,1.11,0,1.11
18,14,18.562,42.18,-9999,-9999,1.11,0,1.11
18,15,18.604,23.98,-9999,-9999,1.11,0,1.11
18,16,18.646,5.59,-9999,-9999,1.11,0,1.11
18,17,18.688,-0.61,-9999,-9999,1.11,0,1.11
18,18,18.729,-2.24,-9999,-9999,1.11,0,1.11
18,19,18.771,-1.46,-9999,-9999,1.11,0,1.11
18,20,18.812,-1.23,-9999,-9999,1.11,0,1.11
18,21,18.854,-0.76,-9999,-9999,1.11,0,1.11
18,22,18.896,-1.59,-9999,-9999,1.11,0,1.11
18,23,18.938,-2.67,-9999,-9999,1.11,0,1.11
18,24,18.979,-0.58,-9999,-9999,1.11,0,1.11
19,1,19.021,-0.85,-9999,-9999,1.11,0,1.11
19,2,19.062,-1.09,-9999,-9999,1.11,0,1.11
19,3,19.104,-1.16,-9999,-9999,1.11,0,1.11
19,4,19.146,-1.44,-9999,-9999,1.11,0,1.11
19,5,19.188,-1.75,-9999,-9999,1.11,0,1.11
19,6,19.229,-1.83,-9999,-9999,1.11,0,1.11
19,7,19.271,-1.81,-9999,-9999,1.11,0,1.11
19,8,19.312,-1.95,-9999,-9999,1.11,0,1.11
19,9,19.354,-0.07,-9999,-9999,1.11,0,1.11
19,10,19.396,10.38,-72.41,-4.87,1.02,0.09,1.11
19,11,19.438,11.38,-73.33,-6.34,0.76,0.36,1.11
19,12,19.479,10.76,-132.5,-1.13,1.58,-0.47,1.11
19,13,19.521,9.47,-107.83,-3.13,0.56,0.56,1.11
19,14,19.562,10.3,-72.63,-4.22,0.8,0.32,1.11
19,15,19.604,10.97,-78.05,0.23,1.18,-0.06,1.11
19,16,19.646,9.82,-43.56,-3.48,1.04,0.07,1.11
19,17,19.688,0.8,-53.8,-8.64,0.86,0.26,1.11
19,18,19.729,-1.35,-31.88,-4.82,0.88,0.23,1.11
19,19,19.771,-0.97,-31.47,-5.91,1.31,-0.19,1.11
19,20,19.812,-1.97,-19.77,-5.08,1.03,0.08,1.11
19,21,19.854,-1.16,-26.94,-7.36,1.27,-0.15,1.11
19,22,19.896,-1.35,-47.22,-4.61,0.97,0.14,1.11
19,23,19.938,-0.95,-58.22,-4.51,0.3,0.81,1.11
19,24,19.979,-1.2,-71.21,-5.15,1.3,-0.18,1.12
20,1,20.021,-3.25,-57.5,-6.21,0.6,0.51,1.12
