b;cp;lambda;MWrat;Depth;Theta.sat;SoilBD;Tsoil0;tstep;Cvwat;Cvsoil;Kdry;Kwat;Kq;q;Ko;Ksol;Ksat;Se;Ke;K;Cv
11.4;1013;2260000;0.622;0.6;0.482;1.2;286;1800;4.19;1.926;0.024033078218551;0.57;7.7;3.0;2.0;910.066;260.094.660.827.214;0.06;0.144705875268551;378.427.790.536.742;1.984.500
